,airbnb_id,airbnb_name,host_id,price,room_type,number_of_reviews,availability_365
121148,3519172,Gallery Suite,17719747,250,Entire home/apt,24,363
121149,3521162,Studio in the heart of Chelsea,17730490,175,Entire home/apt,18,0
121150,3522244,Sweet Brooklyn Refuge,922478,100,Entire home/apt,71,45
121151,3522329,East Village 1 Bedroom,17737666,143,Entire home/apt,48,0
121152,3522513,Central Park home away from home,17739111,129,Entire home/apt,19,65
121153,3529500,Gorgeous pre war rowhouse apartment,14902860,150,Entire home/apt,65,358
121154,3529503,Quiet room+bath w/ separate entry.,6491377,79,Private room,76,365
121155,3529826,Private BR in amazing neighborhood,17770322,75,Private room,3,344
121156,3529888,Architect's Oasis,9952523,150,Entire home/apt,10,2
121157,3530122,Cozy Harlem Flat!,228012,101,Entire home/apt,85,342
121158,3530517,2 Story Loft Tribeca/Soho Downtown Manhattan,17773625,450,Entire home/apt,86,362
121159,3531190,"Cozy/Hip LES 2 bedroom, sleeps 2-4",1457351,169,Entire home/apt,110,42
121160,3531345,Ensuite in Duplex Brownstone with Private Terrace!,12337318,150,Private room,34,69
121161,3531681,Spacious 5th Ave - Pvt Bed & Bath,14362471,75,Private room,150,0
121162,3531850,"1br w/ private bath, Fort Greene",1821771,105,Private room,6,361
121163,3531959,Charming Artists in the Heights,17781037,95,Private room,2,0
121164,3532338,Large apartment with natural light,17783091,450,Private room,2,365
121165,3533180,6BDRM*APT TRAIN TO NYC 15 MIN,254846,442,Entire home/apt,61,365
121166,3533669,Charming West Village Apartment,6828085,110,Shared room,63,365
121167,3533741,Private Room in Famed Artistic Flat,17791294,110,Private room,0,0
121168,3534137,Beautiful sunny bedroom just off Prospect Park,7157099,85,Private room,93,344
121169,3534404,UWS 1BR w river view,17795797,220,Entire home/apt,15,0
121170,3534443,Lower East Side Studio- Great Location!,13337141,48,Entire home/apt,121,0
121171,3539618,Large modern studio in Gramercy,506909,170,Entire home/apt,9,0
121172,3539882,Renovated Studio - LES,16583238,125,Entire home/apt,12,0
121173,3540370,Sunny room in East Village!,17820079,133,Private room,191,0
121174,3542523,Artist Loft in Williamsburg with private rooftop!,747031,169,Entire home/apt,160,227
121175,3543227,Private Suite 15min to Times Square,3912009,95,Private room,188,0
121176,3544273,3BR condo Brooklyn/Prospect Heights,17842194,150,Entire home/apt,9,0
121177,3544533,Cute UES Bedroom near Central Park,17844434,115,Private room,107,365
121178,3544828,Private Room in Beautiful Brownstone,17224426,53,Private room,186,2
121179,3544858,"Private room in Greenpoint, BK",7879349,60,Private room,1,0
121180,3544899,Cozy Family Gateaway!!!,7458731,85,Entire home/apt,40,259
121181,3548257,Romance of the past modern comforts,17862696,250,Entire home/apt,10,364
121182,3548691,Gorgeous 2BR in Park Slope,316474,240,Entire home/apt,2,343
121183,3549074,Modern Townhouse - Chic Sunny Room - L/J/A/C Train,17866326,49,Private room,2,0
121184,3549798,Sunny Private Williamsburg Space,6309019,200,Entire home/apt,195,365
121185,3550298,"Bright, big, BEAUTIFUL room in renovated apt",16974369,75,Private room,5,0
121186,3551778,"Faboules 1 br, in trendy Park Slope",1439449,110,Entire home/apt,4,312
121187,3552043,Zen Loft: Film | Photoshoots | Offsites | Events,319077,525,Entire home/apt,20,364
121188,3552693,"2 room, by Sutton Place",17885257,180,Entire home/apt,0,0
121189,3552795,1 BR Duplex in heart of Gramercy pk,17885199,300,Entire home/apt,0,89
121190,3553679,Room in Upper East Side,2879920,72,Private room,9,89
121191,3553768,"Serene, minimalist studio W Village",17891677,130,Entire home/apt,87,318
121192,3554013,Full-Sized Bedroom Available,17893521,50,Private room,1,363
121193,3554019,Queen Bedroom with Ensuite Bathroom,17893521,65,Private room,4,179
121194,3554204,Sunny/modern 2BR in Historic Harlem,17151730,157,Entire home/apt,2,295
121195,3554230,Beautiful 1200 sf 3 bedroom apt off Prospect Park,7157099,180,Entire home/apt,10,11
121196,3554285,Clean/spacious/newly renovated 3-bdrm apartment NY,2120259,125,Entire home/apt,54,180
121197,3554287,Academic Summer Sublet/Sunset Park,6504434,35,Private room,0,0
121198,3554599,"Great Apartment, Great Location",3902832,65,Private room,0,0
121199,3556241,Private Bamboo Garden Studio,636319,150,Entire home/apt,0,0
121200,3556577,Landmark Brownstone Sunny  3 Rooms,7245581,63,Entire home/apt,8,364
121201,3556615,TimeSq/Brdway/Midtown/A Cozy Petit Versaille/Quiet,17906693,200,Private room,73,363
121202,3559515,Neat and clean - 5 Nights! 1br; 2 bath + kitchen,17920050,124,Entire home/apt,9,0
121203,3559695,Soho/Nolita Studio Loft with Beautiful Terrace,17920926,270,Entire home/apt,8,0
121204,3561828,Converted Carriage House,2401823,46,Entire home/apt,0,0
121205,3562245,"Quiet Sunny 1-Bedroom, Prime East Village Location",8924899,218,Entire home/apt,89,0
121206,3563271,Williamsville Sleep & Stay,6911276,99,Private room,97,250
121207,3567258,Beautiful Loft in Union Square,298914,220,Entire home/apt,70,0
121208,3569374,"Lovely 1BR Park Slope, near trains!",1673750,230,Entire home/apt,7,0
121209,3574304,Semi-furnished room in a large 3 bedroom apt,7438973,70,Private room,4,269
121210,3575859,GREENWICH VILLAGE ROOM WITH PR.BATH (DM 4 monthly),1239959,129,Private room,1,0
121211,3575918,The Artist's House (with roof garden!),18007776,45,Private room,16,67
121212,3576160,One Bedroom in East Harlem,18008945,100,Entire home/apt,59,4
121213,3577426,Private sunny room in brooklyn,18017066,55,Private room,0,365
121214,3578158,"1 bedroom apt, Brownstone in central Harlem",17891224,138,Entire home/apt,0,0
121215,3580577,Park Slope beauty,18032197,103,Entire home/apt,25,89
121216,3581153,Modern 1BD Chelsea Apartment,18038832,230,Entire home/apt,33,0
121217,3581652,Duplex in SoHa,18041691,225,Entire home/apt,5,0
121218,3583605,2 Bedroom in Hudson Heights,18051675,150,Entire home/apt,0,0
121219,3583702,Brooklyn's Finest,18018059,114,Entire home/apt,179,90
121220,3584528,Spacious Loft with Spiral Staircase,11495235,150,Entire home/apt,2,0
121221,3585309,Beautiful home away from home!,18060671,1750,Entire home/apt,17,112
121222,3585334,Comfy Living Room - Sofa or Airbed,10040649,25,Shared room,25,88
121223,3585452,A Beautiful Brownstone Apartment,17943391,91,Entire home/apt,336,310
121224,3585974,1BD in Lower East Side,3588028,120,Entire home/apt,18,0
121225,3587219,Nice studio in heart of the of the West Village,8483704,150,Entire home/apt,24,0
121226,3591107,Gorgeous Bedroom by the Park,6310115,50,Private room,12,0
121227,3593821,Bedroom in Williamsburg w/ Terrace,18105672,90,Private room,1,0
121228,3594408,Bedr w Priv Bathr+Balc 15m frm city,6150064,85,Private room,2,0
121229,3595503,Charming bedroom in Comfy apt,18115202,85,Private room,0,0
121230,3595574,Cheery Studio with Separate Kitchen,18115545,129,Entire home/apt,18,7
121231,3600108,Great location! Fort Greene!!!,7076239,295,Entire home/apt,208,365
121232,3600496,Large & Spacious **Prime Location,12485770,148,Entire home/apt,14,365
121233,3600518,Sunny Grammercy Park Getaway,4367602,250,Entire home/apt,0,365
121234,3600961,Charming 1 Bed in Trendy Location!,18142696,160,Entire home/apt,5,0
121235,3601900,Cozy Private Room in the heights!,18147523,40,Private room,19,0
121236,3602534,Gorgeous Room in Historic Townhouse,18150845,125,Private room,71,365
121237,3602739,Private BR in Huge 2BR in Chinatown,18151946,70,Private room,17,0
121238,3603134,Amazing 1 Bedroom Apt CENTRAL PARK,17898189,180,Entire home/apt,24,0
121239,3603287,Beautiful Furnished Room in SOHO,146825,86,Private room,3,0
121240,3603426,Brooklyn Getaway-Special Discount,18156556,63,Entire home/apt,15,0
121241,3605388,Curious on Tanzania: Brooklyn Apt 🌟🌟🌟🌟,14157138,75,Entire home/apt,58,357
121242,3605493,Spacious Private Apt. Near All!,16809056,120,Entire home/apt,29,0
121243,3605524,"Midtown Apt, Quiet, Walk to Subway",17958831,189,Entire home/apt,140,337
121244,3605654,Large 1 bedroom/bathroom w/balcony,18170442,165,Entire home/apt,0,0
121245,3605896,Clean Private Room in Renovated Apartment,1921498,49,Private room,31,104
121246,3608353,Prospect Park South,18183144,98,Private room,40,90
121247,3609762,Sunny spacious 3 BR/ 2Bth in Bayside townhouse,18189519,159,Entire home/apt,158,83
121248,3611620,Private Room In Gorgeous Apartment July 1st-30th!,18198406,45,Private room,13,0
121249,3613161,Exquisite SoHa/Columbia area large 2 BR,11976676,145,Entire home/apt,24,0
121250,3614159,"Cozy, Functional, Safe Apartment",461269,150,Entire home/apt,13,0
121251,3614680,"Great View, Close to City in Queens",18212957,115,Entire home/apt,5,0
121252,3616001,Luxury 1 Bedroom in FiDi,4421323,160,Entire home/apt,6,0
121253,3616003,Large Clean Apt in Ditmas Park,18219988,83,Entire home/apt,112,221
121254,3616527,Pvt 1 Bed in Fort Greene,16669342,75,Entire home/apt,0,0
121255,3617498,"Comfy, convenient bedroom in Bklyn!",6643482,90,Private room,134,0
121256,3619399,Best Cozy & Modern Room in Town,17619450,72,Private room,4,0
121257,3622890,"Prime, Spacious room in the ❤ of the LES!",18250065,80,Private room,17,0
121258,3623201,Charming brownstone top floor 1BD,14273136,94,Entire home/apt,27,0
121259,3623946,Sunny and Spacious Two Bedroom Duplex with Terrace,18254730,192,Entire home/apt,8,0
121260,3624387,"Beautiful Apt x Rent in Astoria, NY",4666670,130,Entire home/apt,31,364
121261,3624653,S 2/Bedford Well-Lit Private Room,6472334,69,Private room,11,0
121262,3624952,Oasis in Queens: Private BR/ bath,2574452,50,Private room,2,0
121263,3625075,Available Manhattan Apt,18260128,125,Entire home/apt,9,0
121264,3625870,Modern Style Meets Old World,18264329,49,Private room,58,252
121265,3626302,Beautiful Clean & Quiet Room! Rm#2,11674837,61,Private room,180,250
121266,3626426,Gorgeous! Newly Renovated 2-BR Flat,13347167,139,Entire home/apt,3,365
121267,3626609,Entire Awesome One Bed-Lower East Side Manhattan,3038687,79,Entire home/apt,14,145
121268,3626699,Vintage NY apt - 15min from Midtown,12306481,95,Entire home/apt,10,365
121269,3626950,"Beautiful Studio  - Gym, D/M, terrace",18270307,150,Entire home/apt,0,363
121270,3627326,Spain Room,5652395,115,Private room,4,365
121271,3628190,Sunny Private Apt in Ditmas Park,14905237,120,Entire home/apt,12,0
121272,3628328,2BR Apartment in Doorman Building,1279211,87,Entire home/apt,11,0
121273,3629217,Spacious 2BR townhouse,10262649,170,Entire home/apt,41,0
121274,3629381,Cozy UES apartment with balcony near Central Park,18287550,250,Entire home/apt,3,0
121275,3629580,Upper East Renovated 1 Bedroom,18289867,55,Private room,3,0
121276,3630304,Spacious Bedroom 15 mins from NYC!,18297103,84,Private room,68,365
121277,3630309,1BR Comfy Apt - 15min from Midtown,12306481,101,Entire home/apt,12,365
121278,3632258,Awesome NYC/UWS  private bed/bath in private home,3325418,150,Private room,20,363
121279,3634361,2 Bedroom Duplex,740032,112,Entire home/apt,30,254
121280,3635624,Cozy 1BD in the lower east side,6050632,159,Entire home/apt,1,0
121281,3636601,"Sunny and Quiet private apartment, great location!",7245581,73,Entire home/apt,14,219
121282,3636967,2BR Flex: Cleaning CDC guidelines implemented.,7503643,119,Entire home/apt,3,328
121283,3637029,Cozy Wiliamsburg!,18343265,65,Private room,18,0
121284,3638841,Cozy 1 BD apartment in Sunset park,17917168,89,Entire home/apt,26,0
121285,3638852,Sunny room in Alphabet City,3563235,85,Private room,12,0
121286,3641819,Sunlight filled top floor refuge with roof deck,534776,175,Entire home/apt,26,0
121287,3642278,Brooklyn Carroll Gardens Charmer!,18388112,175,Entire home/apt,4,0
121288,3642325,"Luxurious Brooklyn 2BD, 1 bath",16916853,225,Entire home/apt,3,363
121289,3642801,"Cozy Brooklyn  studio, 30 min to Manhattan",2052361,45,Entire home/apt,33,0
121290,3644017,"Lovely, quiet, private, close to everything",5909599,120,Private room,38,179
121291,3644037,Bright & Modern Apt. in Brooklyn NY,14945045,95,Entire home/apt,2,0
121292,3645284,Reno 2BR~Sleeps5~Prime Upper east~,2119276,155,Entire home/apt,16,326
121293,3646059,Quiet Room in East Williamsburg,17525930,65,Private room,35,0
121294,3646551,Gramercy~Reno New 1BR-Sleeps 4~,2119276,100,Entire home/apt,2,327
121295,3650961,"Spacious, Sunny and Artistic near Prospect Park",2393963,68,Private room,49,0
121296,3652120,AMAZING TIME SQUARE!!BRICK WALLS!!,1475015,115,Entire home/apt,3,365
121297,3652230,Bay Beauty - Room On The Water!,681225,121,Private room,51,360
121298,3653996,"BRAND NEW 1BD, Columbus Circle!!",1475015,82,Entire home/apt,11,335
121299,3654510,"Sunny, spacious room in 3BR apt",7920086,75,Private room,14,0
121300,3654511,ROOFTOP SWIMMING-POOL 1/BR APT.,15784,250,Entire home/apt,2,0
121301,3655007,Great Room for International Students!,18492106,30,Private room,12,0
121302,3655367,Sunny/Cozy 1BD,18495460,81,Entire home/apt,104,352
121303,3659544,Home Away from Home-Room in Midtown,12327430,37,Private room,214,163
121304,3661168,Private Room in Williamsburg,3344830,65,Private room,2,0
121305,3662091,Beautiful 1 BR - Downtown Union Square,18556644,150,Entire home/apt,0,358
121306,3662316,Sunny 1 BR in a 2BR Apartment,18562548,100,Private room,25,0
121307,3662795,Comfortable Place in Brooklyn,18565670,51,Private room,28,312
121308,3662827,Nolita Duplex w/ private terrace,8200795,175,Entire home/apt,59,0
121309,3662887,1 Bedroom Apartment in Gramcery!,14041891,200,Entire home/apt,0,0
121310,3662949,Stylish & Spacious Perfect for Pride!,18567895,250,Entire home/apt,6,0
121311,3663178,"Landmark Cottage, Brownstone block",710916,140,Entire home/apt,276,336
121312,3663423,Beautiful duplex for family w/kids,18570567,207,Entire home/apt,0,0
121313,3663798,"Big WBurg Rm, 5 min from L, Fits 4!",18272570,116,Private room,43,0
121314,3663984,Sunny & Modern 1-BR | Central Park/ROOMBA CLEANER,13347167,116,Entire home/apt,6,365
121315,3664439,"Murray Hill, The Heart of Manhattan",6913016,95,Private room,81,364
121316,3664473,"Hip, cute 1.5br in Williamsburg",3309814,109,Entire home/apt,12,0
121317,3666653,Brooklyn Brownstone,17544112,160,Entire home/apt,158,221
121318,3666709,"Your COZY, CLEAN & PRIVATE UES Studio Apt!",18594426,119,Entire home/apt,13,0
121319,3670659,"Bright & New Reno, Quiet Block",16437254,155,Entire home/apt,13,322
121320,3672455,Private RM | Queens | 20min to city,6966831,75,Private room,3,213
121321,3673938,Affordable long stay room for individual,4578923,46,Private room,25,87
121322,3674757,Cozy Vintage Artist Flat(Williamsburg/Bushwick),2702080,77,Private room,151,364
121323,3675957,"Brooklyn Loft Studio, One Subway from Manhattan",2076525,153,Entire home/apt,17,0
121324,3677769,Beautiful Large Sunny Bedroom,18681479,75,Private room,119,364
121325,3677995,Modern Harlem Flat,9553177,350,Entire home/apt,13,0
121326,3678796,beautiful brownstone,18693665,145,Entire home/apt,243,365
121327,3678829,Bright. Clean. Elegant. A perfect Brooklyn home.,17051201,596,Entire home/apt,15,41
121328,3678990,Sunny Warm Quiet NYC Retreat,7474069,74,Private room,302,318
121329,3683236,Peaceful 2BR inside a brownstone,378737,250,Private room,0,365
121330,3683241,Spacious 2 bedroom 1 bathroom BRKLY,18726889,150,Entire home/apt,2,0
121331,3684144,VacationRental! BrooklynCleanRoom!!日本語もOK!,2955491,59,Private room,27,0
121332,3685433,Stunning Studio in Fort Greene,15817252,100,Entire home/apt,7,0
121333,3685704,Private Apt. in Brooklyn Brownstone + Garden,2640773,120,Entire home/apt,136,247
121334,3686972,1 BR Apt steps from Central Park! #10223,18690148,200,Entire home/apt,35,0
121335,3687172,Enchanting Studio in West Village,5771331,190,Entire home/apt,20,0
121336,3687227,"spacious, quiet room w/private bath: BK brownstone",4765290,65,Private room,3,0
121337,3687357,West side of manhattan 15 minute to time sq.,18758773,75,Private room,0,0
121338,3688197,Peaceful and breezy one bedroom,11371357,99,Entire home/apt,10,0
121339,3689140,"West Village Loft, 2nd floor",2267864,161,Entire home/apt,242,249
121340,3692566,Spacious 5 BR house in Brooklyn,2673332,395,Entire home/apt,28,0
121341,3694441,"Modern, Bright, Airy Brooklyn Apt",1010344,200,Entire home/apt,6,0
121342,3694498,Welcome to Williamsburg!,18646528,165,Entire home/apt,6,0
121343,3695168,Large Bedroom safe&close to all major attractions!,18818175,80,Private room,4,364
121344,3696043,"Relaxing Apt Off Park, Near Dwtn Bklyn and Train",807340,86,Entire home/apt,176,177
121345,3696746,Fabulous Loft Studio in Gramercy,18138735,179,Entire home/apt,93,67
121346,3698367,Amazing Location!,5465947,68,Private room,6,0
121347,3700364,Greenwich Village in the Sky,7644834,150,Entire home/apt,59,102
121348,3701708,Quaint Room in Brooklyn,18866837,65,Private room,2,0
121349,3701890,1 bedroom apartment on the UWS,3146957,143,Entire home/apt,5,0
121350,3702400,Brooklyn Apartment W/ Balcony,10972334,175,Private room,6,0
121351,3703037,SUBLET in the UWS,18876264,200,Entire home/apt,0,0
121352,3703633,Reno 2BR~prime union squar~,2119276,195,Entire home/apt,9,160
121353,3703805,Cozy spacious room in Crown Heights,6932160,89,Private room,27,365
121354,3706213,A Beautiful Alvoce Studio,10856201,190,Entire home/apt,0,0
121355,3709013,Huge 1.5BR Artist Home in Brownstone Brooklyn,7420906,127,Entire home/apt,16,72
121356,3709582,1 BR Apt in Washington Heights: Artist Renovated,8332285,90,Entire home/apt,43,100
121357,3710162,"CENTRAL Clean, Peaceful Private Room NoLita",1788746,84,Private room,6,0
121358,3710230,Stunning renovated greystone,18929364,199,Entire home/apt,18,0
121359,3710685,Vintage NYC apt 15min from Times Sq,15789646,101,Entire home/apt,88,179
121360,3715638,Sunny Private Room at Central Park!,9784206,68,Private room,234,310
121361,3717689,CHARMING BROOKLYN LOFT WITH PATIO,18393872,85,Entire home/apt,2,0
121362,3717749,Two Porches & Private Room,5573250,70,Private room,2,0
121363,3718539,"Big, beautiful, sunlit East Harlem apt",18987128,175,Entire home/apt,3,0
121364,3718713,Sleek 1 bdrm in East W'burg/Bwick,18988423,100,Entire home/apt,5,0
121365,3720404,Sunny South Williamsburg Apartment,1363910,160,Entire home/apt,1,0
121366,3725902,"Sunny zen apt in Park Slope, BK",4830699,166,Entire home/apt,9,0
121367,3726665,"Spacious, quiet, sleeps 5!",16251030,98,Entire home/apt,52,89
121368,3727816,Great place near Flushing Meadow,19044620,80,Private room,2,0
121369,3727861,Manhattan Apartment- low rate,19044783,200,Private room,0,0
121370,3728309,Colorful Private Room BedStuy/Bushwick Border,19046961,35,Private room,10,342
121371,3728837,Studio Loft: Cleaning CDC guidelines implemented,7503643,129,Entire home/apt,6,311
121372,3730612,Cozy modern large bedroom for two.,18944521,55,Private room,15,364
121373,3731871,Sunny Bedroom in Bushwick Luxury Building,19072805,71,Private room,19,0
121374,3731965,Williamsburg Brooklyn quiet abode,7598755,120,Entire home/apt,1,0
121375,3735483,Beautiful Room in Sunny Brooklyn Apartment,5064699,55,Private room,41,0
121376,3737180,Sanctuary Quiet Room in Apartment,19107278,50,Private room,0,0
121377,3737847,Sanctuary Close To Manhattan,19107278,50,Private room,2,0
121378,3738529,True Industrial Loft in Brooklyn,19111611,87,Entire home/apt,7,0
121379,3738815,"Large apartment, 2BR, Midtown NYC! 3D",17770287,100,Entire home/apt,11,364
121380,3739126,Beautiful Private Bedroom in Soho,3586725,92,Private room,0,0
121381,3739864,Large Bedroom in Brooklyn for June and July.,14102923,48,Private room,0,0
121382,3741405,2br in Manhattan NY,10577253,150,Entire home/apt,3,0
121383,3741530,Large Light-Filled Brownstone 1-BR,19131844,90,Entire home/apt,17,0
121384,3742373,Beautiful apartment by Columbus Circle,9859391,390,Entire home/apt,14,0
121385,3743048,CLEAN COOL room just steps to Staten Island Ferry!,19143974,57,Private room,115,324
121386,3747107,Clean+Comfy+Cozy Room in NYC Home,9535767,50,Private room,3,0
121387,3747240,Stunning 2BR Apartment in Top Location,2203817,150,Entire home/apt,10,0
121388,3747392,Private Rm in heart of Williamsburg,15805343,150,Private room,9,0
121389,3749971,Williamsburg Apt. w/ private patio,10094431,115,Private room,96,0
121390,3751048,GREAT ONE BED! ELEVATOR/LAUNDRY,1475015,81,Entire home/apt,12,331
121391,3751919,A Fantastic Master Bedroom Suite in a 3BD apt,15270760,85,Private room,1,0
121392,3752035,New & Modern 2 BR Brownstone Apt.,14961638,181,Entire home/apt,88,363
121393,3755474,New Bright & Modern Apartment within a Brownstone,9928037,149,Entire home/apt,8,0
121394,3757178,last minute TRIBECA CONDO AVAILABLE,19233588,200,Entire home/apt,16,0
121395,3757461,"Manhattan Sun Drenched 
Near Gramercy",17465563,73,Private room,198,351
121396,3758296,Private Room near Central Park West & Columbia U.,19240279,80,Private room,30,90
121397,3758686,★ Convenience & Comfort Awaits!  ♥️ Your Stay! ★,19242857,134,Entire home/apt,104,287
121398,3759009,Spacious Studio in West Village!,18270150,245,Entire home/apt,84,180
121399,3760029,Charming studio for rent in Astoria,19250606,98,Entire home/apt,168,220
121400,3760158,Hey Beautiful Brooklyn Brownstone!,10491406,303,Entire home/apt,45,34
121401,3760592,Large Room in Penthouse Apartment,9864136,98,Private room,57,365
121402,3760824,Bushwick Room w/ Private Entrance & Bathroom!,12720552,110,Private room,22,365
121403,3765095,Sunny Private Room Facing Beautiful Prospect Park,5242693,45,Private room,9,0
121404,3765357,Feel at home in Manhattan at charming NY apartment,5160726,157,Entire home/apt,4,268
121405,3766496,THEATRE DISTRICT - LARGE ROOM,5086937,95,Private room,103,180
121406,3767156,Mid-Century Modern Garden Paradise,16351647,139,Entire home/apt,276,255
121407,3767267,Lovely private room in Manhattan,3231109,112,Private room,64,89
121408,3767674,2BR Apt with huge outdoor space,4951037,200,Entire home/apt,5,0
121409,3768726,Studio - large room lots of light,17770967,80,Entire home/apt,19,251
121410,3769052,Great Sunny Spacious Room,3086826,33,Private room,76,48
121411,3769257,Spacious Stylish Sunny Retreat,19315796,70,Private room,0,0
121412,3771845,Private Room in Great NYC Nbrhood,7665324,101,Private room,74,90
121413,3772256,Modern Studio at The Manhattan Club,15765273,200,Private room,9,0
121414,3774509,"BEAUTIFUL, QUIET, RELAXING ROOM",19351562,89,Private room,24,365
121415,3775259,BED-STUY SOUTHERN COMFORT,19356930,175,Entire home/apt,192,364
121416,3775978,Private Room in Flatiron,19359650,130,Private room,10,0
121417,3780113,Studio apartment,5785240,120,Entire home/apt,95,355
121418,3780206,Perfect Brooklyn Studio Apartment,6739436,90,Entire home/apt,40,0
121419,3780715,Akua's Bed-Stuy Study,18880856,100,Private room,93,304
121420,3780746,HUGE PRIVATE BEDROOM & BATHROOM,19395095,150,Private room,0,365
121421,3782283,HUGE space at the heart of Meatpacking - Chelsea .,7196556,150,Entire home/apt,1,0
121422,3782441,cute convenient village suite,5003239,170,Private room,28,364
121423,3782925,Cute apartment with Backyard,3363799,124,Entire home/apt,101,161
121424,3783016,Luxury Studio on Broadway with OUTDOOR SPACE @ UWS,3716641,79,Entire home/apt,17,290
121425,3783021,Entire Luxury Newly Renovated Studio with ROOFTOP!,3716641,99,Entire home/apt,17,145
121426,3783639,Quiet private room in luxury bldg facing park,10193030,89,Private room,0,88
121427,3785438,Quiet Oasis in the Middle of it All,16437254,122,Entire home/apt,7,328
121428,3788096,Luxury Apt in NYC,178942448,788,Entire home/apt,0,365
121429,3789265,Lovely Walk Up in the Heights,5680409,100,Shared room,0,365
121430,3789758,1 Bed Apt in Greenpoint Brooklyn,18609156,115,Entire home/apt,2,0
121431,3790746,Tidy Sweet Room in Sugar Hill/Hamilton Heights,1317384,64,Private room,176,0
121432,3791244,west village 1BR!best value!,2119276,120,Entire home/apt,16,235
121433,3791325,1BR Clinton Hill Apt Beautiful Garden - Video,3028267,150,Entire home/apt,20,251
121434,3792246,private bedroom in NYC apartment,7508547,23,Private room,103,220
121435,3793161,location Vera,3250450,39,Private room,11,365
121436,3793246,large 1 BR in heart of East Village,2331719,220,Entire home/apt,83,364
121437,3793542,Vintage Williamsburg huge 1BR Loft near park/train,700913,147,Entire home/apt,12,0
121438,3797183,Sunny Boerum Hill Duplex,2538522,185,Entire home/apt,1,0
121439,3798874,Spacious Duplex Garden Apt Park Slope Brooklyn,19510462,279,Entire home/apt,4,0
121440,3798941,Williamsburg Penthouse Guestroom,6642777,76,Private room,480,90
121441,3800547,PrivatePeaceful Pad near JFKairport,7453027,90,Entire home/apt,108,339
121442,3800549,Williamsburg Studio,810266,125,Entire home/apt,1,0
121443,3801701,Furnished Studio right btwn West Village/Chelsea,12090062,83,Entire home/apt,39,2
121444,3802538,Best location in NYC,16677444,50,Private room,160,0
121445,3802966,One bedroom in Inwood Apartment,19539944,57,Private room,0,0
121446,3804690,Statue of Liberty Views Downtown,19550968,120,Entire home/apt,4,337
121447,3808093,Amazing 1BR condo with water views,19569660,325,Entire home/apt,9,0
121448,3808358,Room 15. min from Midtown in Super Safe Area,19569282,45,Private room,1,0
121449,3808620,Great Renovations. Columbus Circle,1475015,110,Entire home/apt,8,335
121450,3811186,Chandelier Room on Historic Brooklyn Block,19524858,94,Private room,52,364
121451,3811757,Elegant Gramercy Park Studio,3997854,100,Entire home/apt,10,0
121452,3812133,"Sunny, Central, Quiet, UWS, 72&Bway",1529179,178,Entire home/apt,0,0
121453,3817216,Doorman nice 1bd/ United Nations!!,1475015,83,Entire home/apt,8,345
121454,3817304,"Stay 30 min to Times Sq in quaint Sunnyside, Qns",6615826,65,Private room,9,149
121455,3817666,ColumbusCircle~W/D~new BLDG~Balcony,2119276,130,Entire home/apt,12,337
121456,3818279,Reno1BR~RiverView~Luxury24D~Roof~,2119276,200,Entire home/apt,7,343
121457,3818298,Sunny 1bed Oasis in South Harlem/Upper West Side,3856533,165,Entire home/apt,23,0
121458,3819407,"UWS Charmer, Central Park/Lincoln Center",9784802,325,Entire home/apt,76,351
121459,3819656,SoHo/Village Studio,19644902,165,Entire home/apt,2,0
121460,3821676,Lower East Side Artist's Sanctuary,14908547,169,Entire home/apt,7,0
121461,3825437,Trendy East Village Penthouse Apt,7018154,190,Entire home/apt,5,0
121462,3826908,Home! Sweet Home!,19691070,97,Private room,71,365
121463,3827442,"Large, Luxurious 1 bdrm  W. Village",1484799,349,Entire home/apt,10,0
121464,3829039,Prime Williamsburg Brooklyn Apartment for Holidays,4702135,150,Private room,0,0
121465,3829261,Beautiful Terrace Room,19708200,42,Private room,45,221
121466,3829609,Brooklyn's finest. Renovated apt!,4928083,160,Entire home/apt,17,116
121467,3832444,Amazing large private room in Brooklyn loft home!!,19239110,50,Private room,26,353
121468,3832774,"Sunny, charming 1 bedroom apartment",18982191,80,Entire home/apt,2,0
121469,3832932,Beautiful Sunset Park,15192022,55,Shared room,8,0
121470,3833538,Classic Brownstone 1 Bed. Apt.,2141246,90,Entire home/apt,2,0
121471,3835334,UWS one br near Central Park,539204,145,Entire home/apt,0,0
121472,3835633,The Emerald Room,19708200,43,Private room,29,221
121473,3835681,"Great location, new lower rates!!!",3339701,35,Private room,188,363
121474,3835757,...New lower rates for low season!!,3339701,35,Private room,225,362
121475,3836180,Beautiful West Village 1 BR Gem!,19758346,225,Entire home/apt,5,0
121476,3836199,"2 bedroom with yard, 4 mins to LGA",19758179,120,Entire home/apt,121,337
121477,3838056,Unique stylish garden apartment,4091348,450,Entire home/apt,0,0
121478,3838375,"Cheerful, Comfortable & Convenient",177233,199,Entire home/apt,103,105
121479,3838416,Beautiful Huge 2Br House w/Backyard,107340,225,Entire home/apt,3,0
121480,3839717,Location Merry,3250450,39,Private room,4,365
121481,3840000,4 ROOM RAILROAD - WILLIAMSBURG,19783353,85,Entire home/apt,21,0
121482,3840286,"Modern, sunny two bedroom",1482208,219,Entire home/apt,28,0
121483,3840541,Spacious Modern Loft in Cobble Hill,19785817,150,Private room,89,250
