,airbnb_id,airbnb_name,host_id,price,room_type,number_of_reviews,availability_365
146387,30254229,"NEW! Fam friendly, spacious BK townhouse",3624487,116,Entire home/apt,70,242
146388,30254510,Charming Two bedroom apartment in Greenpoint,4363775,80,Entire home/apt,0,342
146389,30255002,Large 1 BR apt in the heart of Flatiron (NYC),177058197,220,Entire home/apt,16,0
146390,30255625,Garden-facing bedroom in heart of Williamsburg,7340654,71,Private room,9,0
146391,30255663,Room w/ private entrance at convenient location.,58344344,26,Private room,8,0
146392,30257515,Habitación privada en Bushwick.,115193518,42,Private room,0,0
146393,30263903,Hendrix Upstairs Oasis Rm #2,105878573,52,Private room,23,69
146394,30264393,Hendrix Upstairs Oasis Rm #3,105878573,52,Private room,71,53
146395,30264512,Hendrix Upstairs Oasis Rm #4,105878573,53,Private room,43,0
146396,30264608,A slice of clean luxury In Cozy Chelsea loft!,226070943,175,Entire home/apt,44,333
146397,30265098,Private Room in Brooklyn Near Subway,3445172,50,Private room,2,0
146398,30266235,2nd floor of 2-family house available for December,227310832,450,Entire home/apt,0,365
146399,30268497,Spacious apartment steps from Prospect Park,14767491,105,Entire home/apt,4,85
146400,30268592,Furnished queens 1 bedroom apartment,217275948,120,Entire home/apt,1,0
146401,30268825,Amazing Apt in Best Part of NYC + Doorman/Gym,227309215,150,Entire home/apt,3,0
146402,30269180,Great private bedroom in the heart of Williamsburg,54109579,70,Private room,3,0
146403,30269789,private room in apt near Fort Tryon Park.,87897420,65,Private room,1,0
146404,30269942,"Cozy, Light and Calming East Village apartment",48666840,100,Entire home/apt,3,0
146405,30271675,Central Park At The Door,35431536,85,Private room,10,365
146406,30272649,Monthly: Gorgeous 3 Story Brownstone,16099130,98,Entire home/apt,1,0
146407,30273077,Studio in the heart of Manhattan's West Village,33035706,150,Entire home/apt,2,0
146408,30273352,Spacious Lovely 1B1B in UP Manhattan 4Min to Train,128293264,135,Entire home/apt,13,0
146409,30274568,Cleo’s Royale II,157141199,100,Private room,2,365
146410,30274734,"Convenient, unique, Brooklyn top floor apt share",2649988,60,Private room,0,363
146411,30275273,Zenful and artistic apartment home,227385012,51,Private room,3,0
146412,30279712,Cozy 1 bedroom apt in Brooklyn,225367154,96,Entire home/apt,34,306
146413,30281771,Charming duplex with backyard in Carroll Gardens,13291840,100,Entire home/apt,3,92
146414,30283630,My Lofted Bedroom with Private Entrance,103615271,36,Private room,6,0
146415,30283940,Charming Studio in Manhattan - Great location!,128721938,175,Entire home/apt,4,0
146416,30284324,Central park cheap sofa bed,214135354,40,Shared room,108,362
146417,30285772,"Sunny & Spacious, Studio-Like Ridgewood Apartment",5937189,65,Private room,12,0
146418,30286646,Uptown Manhattan 2BR Designer Loft w/ River Views,401517,210,Entire home/apt,5,4
146419,30287525,Sweet Sugar Hill Studio,65653322,92,Entire home/apt,2,0
146420,30288068,A cozy one-bedroom in the heart of Harlem,1705112,101,Entire home/apt,10,0
146421,30288537,The most expensive neighborhood.,52424735,72,Private room,17,89
146422,30289333,"Sunny, spacious, 1-bedroom apartment in UES, NYC",24717090,200,Entire home/apt,2,0
146423,30291283,"COMPLETELY PRIVATE ""SMART"" APT IN EAST VILLAGE",2334794,160,Entire home/apt,5,89
146424,30291704,Beautiful Apartment in Staten Island,207856540,89,Entire home/apt,45,179
146425,30292232,"1 BR Apartment in Greenpoint, Brooklyn w/ backyard",8120005,100,Entire home/apt,2,0
146426,30292454,Cozy Sunlit Spacious Bedroom (PURPLE ROOM),119051571,90,Private room,7,89
146427,30293230,"The best location in Williamsburg, private room!",227520154,65,Private room,18,342
146428,30293266,It's a Fine Day in Bed-Stuy!,249695638,57,Private room,149,264
146429,30293282,It's a Delightful Day in Bed-Stuy!,249695638,57,Private room,152,265
146430,30294144,It's a Stunning Day in Bed-Stuy!,249695638,57,Private room,86,264
146431,30294243,Sunny Room next to L train,1296938,103,Private room,13,0
146432,30294304,Williamsburg Bedroom in Large Home,37088780,50,Private room,4,0
146433,30295374,"SUNNY, Cozy Private Room in Bushwick!",53215338,65,Private room,1,0
146434,30295700,Cozy Room 20 min from Manhattan in brand new unit,23959538,39,Private room,0,0
146435,30296033,Pretty private bedroom in shared apt near Columbia,66462141,57,Private room,4,0
146436,30296168,Cozy room in sunny apartment across from park,3567433,36,Private room,66,0
146437,30296364,Newly renovated place for students and young pro’s,227548199,45,Shared room,1,365
146438,30296768,Sunny and plant-filled room in Crown Heights!,73524680,60,Private room,18,0
146439,30297696,Cozy and comfortable studio in Clinton Hill.,1883287,100,Entire home/apt,3,0
146440,30307336,Spacious & Luxurious Room near LGA and Manhattan,137358866,15,Private room,0,362
146441,30308289,Spacious Studio Home in Landmark Townhouse,125508339,179,Entire home/apt,36,282
146442,30310156,Home Sweet Home,212692495,80,Private room,3,90
146443,30311099,PRIVATE ROOM IN COZY SCANDINAVIAN / BROOKLYN HOME,220734035,60,Private room,0,0
146444,30311572,Harlem Oasis,57964033,250,Entire home/apt,22,269
146445,30312506,The best NYC has to offer,128549927,320,Entire home/apt,26,0
146446,30312515,"Private, spacious 1bd/1bth Manhattan Apartment",227648437,150,Entire home/apt,2,343
146447,30312525,Private bedroom in the heart of Harlem,6002231,59,Private room,0,89
146448,30312807,Quaint 1 Bedroom in Beautiful Astoria Queens,3390942,55,Private room,11,0
146449,30313152,Plush Midtown West NYC Medical 2BR -Stunning Views,163251048,635,Entire home/apt,0,364
146450,30313661,Deluxe Midwest NYC Medical 2BR  - Super Amenities,163251048,635,Entire home/apt,0,364
146451,30313903,Sunny Eclectic Apt Near the Park & Brooklyn Museum,11815674,136,Entire home/apt,4,0
146452,30314104,Magnificent Midtown West Medical 2BR + Gym and Spa,163251048,635,Entire home/apt,0,364
146453,30314337,Magnificent NYC Medical 1BR Apt+ Superb Amenities!,163251048,476,Entire home/apt,0,114
146454,30314623,Beautiful Midtown West Medical 1BR+ Gym & Sky Deck,163251048,476,Entire home/apt,0,0
146455,30314761,Spacious & cozy room/30 min to Manhattan by train,129158371,55,Private room,14,82
146456,30314819,Brooklyn Finest Air Bnb,224699779,110,Private room,0,364
146457,30315087,Magnificent NYC Medical 1BR Apt on the River!!,163251048,476,Entire home/apt,0,249
146458,30315829,"Cozy Studio Apartment in Greenpoint, Brooklyn",42661839,138,Entire home/apt,9,1
146459,30315878,"Modern, Convenient Oasis in Vibrant Neighborhood!",116254920,130,Entire home/apt,1,0
146460,30315888,59th Street,15819815,87,Entire home/apt,2,243
146461,30318594,Cozy & Charming Bedroom in Heart of East Village,9329037,55,Private room,3,0
146462,30319473,Amazing Convenient Cozy Room (girl preferred）,47227131,24,Private room,1,0
146463,30319831,Private bedroom in a loft apartment (Williamsburg),115051556,80,Private room,62,0
146464,30321542,Spacious Duplex 3 BR Apt in Bushwick/Ridgewood,8441265,190,Entire home/apt,1,0
146465,30321732,NYC/UES Beautiful and Sunny one-bedroom apartment,227705254,295,Entire home/apt,8,365
146466,30322497,studio for your own,137665954,138,Entire home/apt,3,0
146467,30323677,Spacious Studio in the Heart of West Village,50014274,200,Entire home/apt,3,0
146468,30324051,"3 bedrooms, 2 bathrooms, huge open space!",91427536,100,Entire home/apt,1,0
146469,30324225,"Bedroom in cozy, East Harlem apartment",28613272,65,Private room,2,0
146470,30325250,Peaceful South Harlem Retreat with Garden,8630543,113,Entire home/apt,37,360
146471,30325586,Nice and artsy apartment in East Village,26671786,99,Private room,4,0
146472,30325639,Cozy shared studio in a safe neighborhood,21495656,42,Shared room,1,88
146473,30326645,Best Scenic Night View In Riverside DR NYC,198442706,97,Private room,0,364
146474,30326749,Spacious Neon Apartment Inspired by the Caribbean,1370324,120,Entire home/apt,10,365
146475,30327469,Paris in the Heart of Manhattan (Union Square),224001464,333,Entire home/apt,16,36
146476,30330519,Spacious room near Columbia University,159142440,70,Private room,7,0
146477,30337174,"Large Sunny bedroom,  minutes to F and G lines,",46066271,35,Private room,0,0
146478,30337531,✱ 1 BR Writer's Apt near Brooklyn Bridge Park ✱,227801173,186,Entire home/apt,25,365
146479,30338113,Wonderful and sunny 2 bedroom in Brooklyn,226833844,200,Entire home/apt,4,0
146480,30339947,New Flatiron King Bed Apartment,196479236,300,Entire home/apt,3,355
146481,30347034,Cute cozy home in south slope!!,208938947,40,Private room,0,0
146482,30347708,Sonder | 180 Water | Charming 1BR + Rooftop,219517861,142,Entire home/apt,1,22
146483,30347852,One Bedroom Apt in Bushwick  20 mins frm Manhattan,40004714,90,Entire home/apt,21,0
146484,30347864,Gorgeous Classic Upper West Side NYC Apartment,198856707,150,Entire home/apt,23,90
146485,30347868,Private Room in the Upper East Side,6180828,80,Private room,11,89
146486,30348636,"Quiet, serene Holiday getaway in the Bronx",20444114,35,Private room,28,0
146487,30348644,"NEW furniture, very clean. Center of Manhattan!",142456326,92,Entire home/apt,11,180
146488,30348707,Roomy and Relaxing 2 BROOKLYN NY,144687306,81,Private room,2,168
146489,30348712,"Huge, modern apt 20 mins from Manhattan JMZ metro",40004714,190,Entire home/apt,3,0
146490,30349344,Roomy and Relaxing 3 Brooklyn Apartment,144687306,250,Entire home/apt,63,1
146491,30350291,Master Bed Room,91548150,55,Private room,1,365
146492,30350359,Private Room in Brand New Greenpoint Apartment,108457539,36,Private room,2,0
146493,30351170,Top floor of an amazing duplex,213020,123,Private room,5,111
146494,30351642,Very bright and cosy bedroom.,44074020,55,Private room,3,0
146495,30352717,Basic room in Williamsburg,45773187,49,Private room,0,0
146496,30352862,Comfy and Artsy Big Room in EAST VILLAGE,64934891,70,Private room,0,0
146497,30353296,"#C Single  room 2min walk to Subway M,R near Mall",63953718,35,Private room,25,0
146498,30353302,Room close to La Guardia Airport,227905146,40,Shared room,10,0
146499,30354304,Private room in spacious BK community w/ parking,3285978,32,Private room,5,0
146500,30355109,Shared male room on Manhattan next to river I,39528519,39,Shared room,1,365
146501,30355292,Shared male room of your dreams on Manhattan III,39528519,36,Shared room,1,365
146502,30355426,Amazing and cozy shared male room on Manhattan IV,39528519,39,Shared room,0,365
146503,30355532,# 1BR in Manhattan. Central Park at your doorstep!,137358866,72,Entire home/apt,7,310
146504,30355793,Unbelievable male room& best price on Manhattan II,39528519,39,Shared room,13,365
146505,30357870,Superhosted room close to station! Bed+sofa & WiFi,137358866,34,Private room,0,132
146506,30358423,Cozy Room in Great APT! Near LGA / Manhattan,137358866,36,Private room,1,192
146507,30359944,Gorgeous Room in a renovated Woodside townhouse!,137358866,20,Private room,4,358
146508,30361847,"One bedroom apartment in Brooklyn, NY",40480205,112,Entire home/apt,6,122
146509,30364369,hip and cosy Brooklyn family retreat,12838954,375,Entire home/apt,1,0
146510,30367011,Quiet Neighborhood Close to Trendy Spots,183967887,48,Private room,5,0
146511,30367591,Amazing Private Bedroom at Times Square,68871239,230,Private room,0,358
146512,30367724,Cozy private room in Williamsburg,228000501,50,Private room,6,0
146513,30369494,Room in a Creative Studio - Loft Williamsburg,228011801,77,Private room,1,0
146514,30369751,Private bedroom w/ bathroom in cozy UWS apartment,206960083,150,Private room,1,0
146515,30369889,Modern 1BR near Times Square w/ Indoor pool + Gym by Blueground,107434423,290,Entire home/apt,0,353
146516,30370565,"Cozy private room in NYC 
25 mins from Midtown",172895347,60,Private room,2,0
146517,30370642,"Serene,  Clean Studio in South Williamsburg",10934627,80,Entire home/apt,4,0
146518,30370778,#B Large room  2 min walk to subway near mall,63953718,40,Private room,29,0
146519,30371587,#A Comfort Room  2 min walk to Subway near mall,63953718,45,Private room,25,0
146520,30372287,Private Floor in Brownstone near Prospect Park,11370189,110,Entire home/apt,3,0
146521,30373102,Big cozy room in Washington Heights,24762196,50,Private room,3,0
146522,30373480,Cozy Nook in Trendy Lower East Side,1723475,431,Entire home/apt,48,0
146523,30374290,Private Bedroom w/ Queen Size bed in Williamsburg,19868844,60,Private room,17,0
146524,30374563,❃❃ Open & Bright Loft with High-Ceilings ❃❃,228104837,357,Entire home/apt,25,0
146525,30375114,South Prospect Park Private Middle Room F&Q subway,221940893,39,Private room,21,10
146526,30375487,Luxury Park Slope Apartment,1907427,137,Entire home/apt,0,0
146527,30376063,Chic Private Bedroom in Stuyvesant Madison,226410657,36,Private room,1,364
146528,30376150,Nelson- Family,225750872,63,Private room,1,90
146529,30376368,East Village Flat,228117451,130,Entire home/apt,11,363
