id,latitude,longitude,combinate_id
101053,40.71125,-73.95613,10
102995,40.78558,-73.9696,6
103161,40.71577,-73.96053,10
103311,40.73778,-73.95366,23
105469,40.58615,-73.81245,62
105510,40.67086,-73.94872,58
105790,40.82123,-73.95424,16
106363,40.82773,-73.95231,16
106647,40.68505,-73.95684,3
107630,40.72911,-73.95493,23
107895,40.77944,-73.98567,6
110739,40.74503,-73.98876,1
112100,40.67539,-73.96093,58
112304,40.8054,-73.95189,16
112359,40.78491,-73.9508,26
112435,40.69088,-73.97307,12
113092,40.6905,-73.97867,12
113265,40.67555,-73.95057,58
114123,40.66527,-73.9886,9
114229,40.71895,-73.99434,18
115535,40.82399,-73.95328,16
115748,40.76434,-73.92132,55
116551,40.80588,-73.94919,16
117425,40.69263,-73.99438,31
118061,40.68448,-73.92747,3
118680,40.73067,-73.98702,15
121687,40.72063,-73.95952,10
121861,40.67644,-73.98082,28
123784,40.80481,-73.94794,16
125163,40.68569,-73.93038,3
126443,40.72939,-73.98857,15
126816,40.79918,-73.96607,6
127387,40.66862,-73.9926,34
128975,40.81333,-73.94453,16
132516,40.70925,-73.85262,63
132661,40.75505,-73.99187,5
132695,40.71109,-73.94332,10
133025,40.7463,-73.97926,64
134934,40.71823,-73.95849,10
135393,40.651,-73.94886,65
135465,40.68626,-73.97598,12
135706,40.74488,-74.001,22
136493,40.67632,-73.97616,28
137121,40.71275,-73.94809,10
138216,40.72212,-73.94254,23
139624,40.67456,-73.95151,58
140133,40.71363,-73.96019,10
140425,40.6755,-73.95878,58
140973,40.72274,-73.97581,15
141154,40.6858,-73.9828,39
141335,40.67535,-73.97654,28
141890,40.72255,-73.99346,25
142069,40.72485,-73.97813,15
144087,40.80473,-73.9532,16
144148,40.72217,-73.98419,15
145064,40.71943,-73.9565,10
145994,40.79268,-73.97404,6
148201,40.72831,-74.00177,52
148259,40.71541,-73.94144,10
148825,40.79765,-73.96245,6
149287,40.78508,-73.95332,26
149777,40.89747,-73.8639,66
150804,40.72008,-73.98404,18
150883,40.72855,-74.00305,8
150989,40.71546,-73.96435,10
151199,40.75725,-73.91098,55
151478,40.7102,-73.94495,10
152071,40.67359,-73.97904,28
152259,40.81156,-73.94571,16
152263,40.80497,-73.95016,16
153780,40.72587,-73.98438,15
154934,40.82426,-73.9463,16
155296,40.71624,-73.96272,10
157673,40.68101,-73.94081,3
158061,40.68669,-73.91989,3
158176,40.71534,-73.95914,10
158913,40.72489,-73.95494,23
158955,40.70867,-73.94284,10
159749,40.68048,-73.93938,3
159815,40.68048,-73.93938,3
159913,40.74346,-73.99882,22
160994,40.72972,-73.97995,15
161394,40.71309,-73.94128,10
161996,40.83096,-73.94633,16
162493,40.71323,-73.95745,10
162508,40.67212,-73.9506,58
162565,40.74079,-74.00183,22
163814,40.72636,-73.98917,15
164989,40.72303,-73.9971,36
165080,40.6809,-73.99233,33
166006,40.80006,-73.96049,6
166172,40.68478,-73.9066,32
166983,40.68252,-73.99619,33
167013,40.74342,-73.99483,22
167017,40.67853,-73.98089,28
168123,40.66085,-73.98537,9
168810,40.78569,-73.97581,6
169063,40.72983,-73.9819,15
169306,40.85811,-73.90675,67
169464,40.70667,-73.96524,10
169483,40.60452,-73.97103,68
170420,40.7932,-73.94007,11
170761,40.68768,-73.97611,12
171562,40.75027,-73.99666,22
172499,40.77938,-73.94874,26
173151,40.72901,-73.95812,23
173742,40.73476,-73.98452,69
174966,40.7735,-73.98697,6
176135,40.67505,-73.95969,58
176653,40.72974,-73.98201,15
177495,40.73939,-73.99612,22
177606,40.74112,-73.97686,24
179670,40.72019,-73.98217,18
179741,40.72212,-73.99638,25
180717,40.79423,-73.96622,6
181972,40.8296,-73.94651,16
182069,40.79056,-73.9468,11
182095,40.73631,-73.99977,8
182177,40.86466,-73.85709,70
182649,40.71312,-73.96199,10
187986,40.73862,-73.99758,22
188661,40.68262,-73.97299,27
188674,40.73217,-73.98801,15
189135,40.76311,-73.99388,5
189181,40.74695,-74.00454,22
189732,40.67497,-73.87305,71
189787,40.66788,-73.94813,58
190542,40.68967,-73.95445,3
190968,40.67946,-73.96501,27
190974,40.66836,-73.98166,28
191541,40.7609,-73.98692,72
193105,40.7709,-73.99181,5
193853,40.74033,-74.00024,22
195123,40.83403,-73.94553,29
195233,40.65557,-73.9561,19
195240,40.65557,-73.9561,19
195578,40.70275,-73.94501,10
195989,40.67641,-73.98161,28
197753,40.83127,-73.94718,16
197931,40.76243,-73.99202,5
197942,40.68497,-73.95592,3
198028,40.77619,-73.91253,49
200645,40.76739,-73.9557,26
200955,40.73089,-73.98195,15
201992,40.6755,-73.97859,28
202273,40.68812,-73.94934,3
203901,40.7694,-73.9572,26
204065,40.68634,-73.96161,2
204833,40.7093,-73.9497,10
205043,40.75895,-73.9883,72
205485,40.68186,-73.94113,3
205735,40.68364,-73.91076,32
205867,40.71893,-73.9428,10
206316,40.68765,-73.97073,12
206772,40.71413,-73.96596,10
206957,40.58422,-73.94079,73
208122,40.71897,-73.98834,18
208148,40.71973,-73.95582,10
209310,40.73826,-73.92458,40
211078,40.73049,-73.96115,23
211152,40.71113,-73.9504,10
211974,40.72956,-73.97903,15
212109,40.73854,-74.00821,8
212178,40.75877,-73.98863,72
212544,40.67688,-73.9859,34
213330,40.71712,-73.98898,18
214917,40.60742,-74.14388,74
215560,40.68741,-73.95741,3
216080,40.691,-73.9737,12
217580,40.61927,-74.0307,75
218358,40.8078,-73.95208,16
219066,40.61922,-73.99399,76
219922,40.81553,-73.95438,16
220563,40.68634,-73.95088,3
220946,40.72229,-73.97901,15
221097,40.72501,-73.95185,23
222304,40.74233,-73.99865,22
222913,40.71238,-73.98329,18
223930,40.67424,-73.96665,27
224004,40.80486,-73.95298,16
224510,40.68653,-73.98562,39
225297,40.74267,-73.98569,1
225306,40.68749,-73.95494,3
225354,40.71157,-73.9669,10
225926,40.68999,-73.96711,2
225976,40.61077,-74.06824,77
226021,40.71126,-73.94576,10
227495,40.78595,-73.97091,6
227715,40.67855,-73.94949,3
228317,40.68516,-73.92521,3
228925,40.67964,-73.93946,3
228979,40.76189,-73.99,5
229668,40.74109,-73.86088,78
229874,40.66293,-73.99833,4
230321,40.69046,-73.95167,3
230877,40.79239,-73.94535,11
231154,40.67144,-73.76501,21
231194,40.68495,-73.97338,12
231414,40.72599,-74.00168,36
232612,40.68309,-73.94219,3
233189,40.76166,-73.99675,5
233348,40.72554,-73.98408,15
233638,40.70163,-73.90867,44
233662,40.75548,-73.96805,1
234330,40.80249,-73.95667,16
234870,40.74581,-73.95295,20
235281,40.71774,-73.98574,18
235552,40.66414,-73.98574,9
235651,40.74,-74.00381,8
235951,40.75348,-73.97065,1
235960,40.72066,-73.98506,18
236671,40.71746,-73.95497,10
236806,40.72264,-73.9837,15
237210,40.73268,-73.99255,52
239055,40.71892,-73.99628,7
239733,40.77679,-73.91687,49
239766,40.71693,-73.98948,18
239826,40.73685,-73.98359,69
239899,40.66068,-73.96003,19
240709,40.68607,-73.97156,12
240800,40.67722,-73.96542,27
241140,40.68975,-73.96703,2
241159,40.69221,-73.95866,3
241862,40.72969,-74.00635,8
242532,40.6893,-73.96602,2
242585,40.75867,-73.98921,5
242643,40.70832,-73.94157,10
242768,40.7489,-73.99458,22
243229,40.68016,-73.94878,3
243708,40.70875,-73.95508,10
244649,40.79712,-73.96982,6
245544,40.8679,-73.90023,60
245574,40.6889,-73.95383,3
246134,40.67607,-73.94421,58
246351,40.73834,-73.9823,69
246916,40.7347,-73.88066,79
248717,40.6736,-73.98113,28
248865,40.73756,-73.9535,23
248871,40.73066,-74.00287,8
248966,40.69777,-73.93035,32
249414,40.73291,-74.00059,8
249618,40.85099,-73.92822,29
249804,40.78964,-73.98204,6
249867,40.68707,-73.91918,3
250259,40.7184,-73.96019,10
250311,40.67495,-73.95563,58
250323,40.71582,-73.99902,7
250536,40.81068,-73.94288,16
250537,40.81122,-73.94279,16
250801,40.73129,-73.99944,52
251262,40.71628,-73.95737,10
251277,40.78558,-73.9726,6
252607,40.79493,-73.94462,11
252865,40.67918,-73.97212,27
253332,40.6623,-73.99049,4
253466,40.73756,-73.9535,23
253471,40.73756,-73.9535,23
253475,40.73756,-73.9535,23
253548,40.58147,-73.96726,80
253590,40.79771,-73.96323,6
253623,40.81512,-73.94692,16
253800,40.73756,-73.9535,23
253803,40.73756,-73.9535,23
253806,40.73756,-73.9535,23
253811,40.73756,-73.9535,23
253815,40.73756,-73.9535,23
253828,40.73756,-73.9535,23
253839,40.73756,-73.9535,23
253846,40.73756,-73.9535,23
254168,40.73756,-73.9535,23
254409,40.68197,-73.96549,2
255476,40.7116,-73.9529,10
255601,40.69241,-73.94885,3
255637,40.67336,-73.96541,27
255957,40.72004,-73.99424,25
257097,40.68226,-73.95473,3
257568,40.67855,-73.8896,81
257787,40.71408,-73.9489,10
258397,40.67379,-73.98454,28
258686,40.70554,-73.76637,82
258688,40.74031,-74.00532,8
258690,40.74618,-74.00392,22
258740,40.81872,-73.94567,16
258838,40.59251,-74.06479,83
258876,40.59101,-74.06685,83
258930,40.71549,-73.9935,7
259946,40.59262,-74.06659,83
260765,40.76928,-73.95021,26
261194,40.68338,-73.95289,3
261259,40.72953,-74.00462,8
261674,40.74025,-74.00161,22
261781,40.73378,-74.00429,8
262343,40.72087,-73.99022,18
262405,40.64468,-73.94219,65
262478,40.7193,-73.98966,18
262583,40.73312,-74.0042,8
263005,40.69778,-73.97676,12
263190,40.72534,-73.98591,15
263232,40.82151,-73.94516,16
263473,40.74543,-73.99929,22
263502,40.72059,-73.9567,10
263776,40.74558,-73.92324,40
263888,40.79433,-73.9765,6
265036,40.6711,-73.95231,58
265064,40.67962,-73.88928,81
265145,40.76217,-73.98411,72
265506,40.76128,-73.96463,26
265912,40.7177,-73.95576,10
266146,40.78448,-73.97289,6
266155,40.78304,-73.97447,6
266449,40.71992,-73.98773,18
266964,40.74132,-73.99721,22
267376,40.70741,-74.00102,84
267435,40.73349,-73.86009,85
267652,40.64277,-73.97296,86
268335,40.72041,-73.95667,10
268362,40.77991,-73.98497,6
268392,40.79951,-73.95257,16
268481,40.71647,-73.93974,10
268868,40.75114,-74.00195,22
269283,40.66431,-73.93216,58
269404,40.76684,-73.91211,55
269889,40.74579,-73.95012,20
270139,40.70278,-73.92673,32
270231,40.74409,-73.91122,30
270315,40.68812,-73.93254,3
270345,40.72454,-73.99151,15
271083,40.65772,-73.96131,19
271128,40.68884,-73.95059,3
271130,40.6865,-73.95372,3
271694,40.75282,-73.97315,1
272026,40.85774,-73.92901,29
272044,40.72257,-73.98465,15
272427,40.72723,-73.95728,23
272706,40.69135,-73.97321,12
272738,40.70513,-73.95505,10
273190,40.73301,-74.00268,8
274062,40.80285,-73.95166,16
274257,40.76321,-73.96435,26
274329,40.70642,-73.91665,32
274376,40.68156,-73.96537,2
274743,40.77368,-73.95198,26
274995,40.66718,-73.96147,58
275976,40.68631,-73.93702,3
276216,40.65992,-73.99042,4
276317,40.67847,-73.97038,27
276994,40.80451,-73.9645,46
277207,40.72868,-73.95835,23
277883,40.65689,-73.9533,19
278090,40.7928,-73.93967,11
278145,40.77117,-73.91905,55
278631,40.73729,-74.00807,8
278876,40.66984,-73.95141,58
279857,40.68492,-73.95489,3
280315,40.67392,-73.94662,58
281521,40.73879,-74.00425,8
281851,40.80671,-73.95082,16
282081,40.71105,-73.96079,10
282443,40.71601,-73.99123,7
282514,40.68162,-73.92983,3
282977,40.67264,-73.98136,28
283072,40.67889,-73.86404,81
283090,40.7241,-73.97899,15
283184,40.70766,-73.95191,10
283194,40.74388,-73.99923,22
283272,40.71422,-73.9484,10
283550,40.76001,-73.99133,5
284208,40.66441,-73.97974,9
284855,40.73362,-74.00923,8
285515,40.72697,-74.00062,36
286662,40.67223,-73.95556,58
286794,40.69902,-73.99213,31
286838,40.80748,-73.95589,16
287408,40.76147,-73.99152,5
287417,40.68174,-73.91921,3
287421,40.68538,-74.00056,37
287481,40.70839,-73.94289,10
287845,40.68128,-73.99522,33
288726,40.71886,-73.99741,53
289020,40.72948,-73.98694,15
289037,40.68353,-73.9914,33
289665,40.72891,-74.00293,8
289703,40.7253,-73.99916,36
289958,40.75295,-73.93228,20
291812,40.76856,-73.91828,55
292047,40.73908,-74.00378,8
292121,40.7625,-73.9869,5
292266,40.69755,-73.91187,32
292637,40.67335,-73.96,58
292800,40.73435,-74.0025,8
293004,40.80497,-73.95146,16
294227,40.73778,-73.95366,23
294239,40.76444,-73.92607,55
294242,40.73778,-73.95366,23
294250,40.77611,-73.97808,6
294259,40.73778,-73.95366,23
294263,40.73778,-73.95366,23
294280,40.73778,-73.95366,23
294490,40.73778,-73.95366,23
294717,40.71095,-73.95239,10
295231,40.70918,-73.94881,10
295998,40.7909,-73.96762,6
296361,40.737,-73.87444,79
296658,40.66469,-73.96091,58
296717,40.68855,-73.95405,3
297611,40.69309,-73.97074,12
298033,40.80093,-73.94299,11
298759,40.68622,-73.94675,3
298782,40.68609,-73.94742,3
298854,40.71635,-73.94609,10
298999,40.68905,-73.92498,3
299062,40.77272,-73.95307,26
299531,40.66795,-73.89232,71
301034,40.80637,-73.95433,16
301372,40.68561,-73.97611,12
302057,40.64387,-73.96855,17
302238,40.80613,-73.94723,16
302280,40.80756,-73.94792,16
302309,40.80688,-73.94754,16
302705,40.77089,-73.95817,26
302758,40.7968,-73.93611,11
303264,40.80533,-73.94774,16
303462,40.78012,-73.98439,6
306702,40.68786,-73.97421,12
306799,40.70793,-73.91987,32
310272,40.62318,-74.07848,87
310325,40.82286,-73.94596,16
310524,40.69348,-73.95927,3
310796,40.78443,-73.97399,6
311003,40.67679,-73.95639,58
311316,40.80396,-73.95159,16
311356,40.70215,-73.91139,44
312415,40.75682,-73.99164,5
312429,40.67339,-73.96519,27
314982,40.73216,-73.98678,15
317905,40.64354,-73.97777,86
318021,40.80343,-73.9531,16
318187,40.70462,-73.9228,32
319798,40.6339,-74.02035,88
320128,40.70712,-73.90142,44
320865,40.8076,-73.94433,16
320877,40.71279,-73.95852,10
321014,40.73294,-73.98282,69
321136,40.83456,-73.9457,29
322037,40.72091,-73.95814,10
322604,40.71819,-73.95414,10
322974,40.73887,-74.00342,8
323453,40.70551,-73.93305,10
323706,40.77892,-73.98238,6
324800,40.71368,-73.94478,10
325429,40.7761,-73.95265,26
326832,40.77471,-73.95574,26
326956,40.68625,-73.96446,2
327521,40.725,-73.98851,15
328040,40.75023,-73.98293,1
328744,40.66763,-73.95836,58
329310,40.71638,-73.99167,7
329385,40.86658,-73.92558,14
333189,40.71179,-73.96449,10
333323,40.76186,-73.99165,5
334607,40.71417,-73.95917,10
334781,40.82772,-73.93877,16
341525,40.75763,-73.99482,5
342027,40.77631,-73.95289,26
342995,40.81169,-73.94355,16
343276,40.75773,-73.99341,5
343971,40.83177,-73.95,16
344019,40.73104,-74.00879,8
344068,40.74253,-73.9916,50
344082,40.75535,-73.99565,5
344092,40.64372,-74.02066,4
346579,40.71742,-73.98313,18
348689,40.72268,-73.98213,15
349841,40.71682,-73.96369,10
350168,40.67725,-73.9821,28
350525,40.66888,-73.95292,58
351530,40.67188,-73.97533,28
351859,40.74964,-73.99158,22
352651,40.65846,-73.95057,19
353317,40.71515,-73.99029,7
354095,40.72986,-73.97913,15
355106,40.66039,-73.95937,19
361803,40.77584,-73.9502,26
363016,40.72662,-73.90579,89
364785,40.67962,-73.97655,28
365439,40.72444,-74.00368,36
367042,40.66847,-73.94875,58
367810,40.7376,-73.95678,23
369409,40.75744,-73.96374,1
369567,40.67425,-73.96514,27
369671,40.72899,-73.97792,15
373618,40.72212,-73.95696,10
374548,40.68534,-73.93433,3
375249,40.62109,-74.16534,90
377217,40.78161,-73.97898,6
378460,40.75643,-73.99046,5
380416,40.67407,-73.98111,28
380730,40.59721,-73.95149,73
382523,40.80491,-73.94866,16
382524,40.80334,-73.94805,16
385190,40.87039,-73.91611,14
385657,40.704,-73.93285,10
385824,40.87991,-73.91673,91
386507,40.80882,-73.942,16
386555,40.62766,-74.07988,92
386744,40.7685,-73.96034,26
386799,40.76082,-73.97548,1
387666,40.83434,-73.94027,29
389482,40.71151,-73.81561,93
391955,40.68636,-74.00345,94
392948,40.70994,-73.96573,10
393094,40.70621,-74.01525,84
393682,40.72172,-73.99689,25
394026,40.72049,-73.95221,23
394111,40.71068,-73.81577,93
394235,40.74125,-73.98862,50
396636,40.83091,-73.94223,16
397034,40.7824,-73.98294,6
397297,40.72634,-73.98267,15
397420,40.82703,-73.94311,16
398283,40.66106,-73.98316,9
398850,40.75059,-73.99629,22
399946,40.72123,-73.98996,18
400039,40.70339,-73.92945,32
401039,40.84886,-73.91223,95
401836,40.76494,-73.95804,26
403668,40.72812,-73.97966,15
403712,40.72873,-73.98675,15
404923,40.64791,-73.97904,13
405025,40.75453,-73.93377,20
405408,40.7209,-73.99947,36
407469,40.68879,-73.91635,32
408491,40.73448,-73.99797,52
408983,40.65937,-73.95906,19
409262,40.68599,-73.98826,39
409666,40.5781,-73.95455,80
411525,40.71472,-73.96225,10
411918,40.66924,-73.94406,58
412061,40.67159,-73.95604,58
412180,40.69321,-73.9442,3
413504,40.71348,-73.94447,10
413775,40.75816,-73.96457,1
415304,40.73111,-73.98528,15
416557,40.72212,-73.94389,23
417685,40.66626,-73.97933,28
418291,40.72978,-73.9793,15
419373,40.68838,-73.94193,3
419792,40.71804,-73.98565,18
421539,40.79018,-73.94872,11
421554,40.68559,-73.93896,3
423015,40.69018,-73.9553,3
423275,40.76396,-73.9181,55
424192,40.7559,-73.99469,5
424767,40.74406,-73.98273,1
426449,40.67398,-73.96219,58
430427,40.83559,-73.94095,29
430665,40.79234,-73.96482,6
432090,40.74826,-73.94633,20
433218,40.67763,-73.97185,27
433414,40.68472,-73.96691,2
433914,40.65408,-73.87883,71
435909,40.73775,-74.00344,8
436510,40.7108,-73.96226,10
436824,40.82726,-73.9444,16
436912,40.71642,-74.00554,42
436916,40.82669,-73.94281,16
437352,40.67078,-73.98815,28
437906,40.728,-73.97903,15
438513,40.65814,-73.96181,19
439750,40.71517,-73.94292,10
439870,40.66859,-73.98235,28
