id,latitude,longitude,combinate_id
10838743,40.6887,-73.90598,32
10839007,40.72005,-73.98409,18
10847901,40.60729,-74.00117,76
10848827,40.65123,-73.96436,17
10849166,40.62361,-73.93423,35
10849426,40.77516,-73.9555,26
10850008,40.80732,-73.9648,46
10850026,40.83625,-73.94062,29
10851925,40.70384,-73.91145,44
10853313,40.6869,-73.96324,2
10853955,40.75293,-73.90304,30
10857181,40.71343,-74.00541,114
10859700,40.76327,-73.88655,102
10861389,40.80038,-73.96632,6
10863225,40.77774,-73.97701,6
10864440,40.67529,-74.01514,59
10869804,40.80283,-73.96504,6
10874577,40.76309,-73.95794,26
10875244,40.803,-73.96459,6
10877492,40.8284,-73.94531,16
10880196,40.75055,-73.88366,97
10881164,40.68683,-73.96177,2
10881719,40.71786,-74.00009,7
10882066,40.71319,-73.95669,10
10885211,40.75598,-73.96664,1
10886372,40.6607,-73.96168,19
10886532,40.70094,-73.9435,10
10886628,40.72527,-73.94803,23
10886971,40.68585,-73.94875,3
10887262,40.81223,-73.94313,16
10887847,40.79769,-73.9631,6
10888320,40.8506,-73.90231,139
10896507,40.77588,-73.96291,26
10899004,40.65627,-73.97955,13
10900130,40.70324,-73.9294,32
10901062,40.65636,-73.97945,13
10902752,40.82289,-73.94915,16
10904914,40.7386,-73.99775,22
10909011,40.72932,-73.98502,15
10919160,40.72931,-73.98222,15
10919968,40.79277,-73.97613,6
10921091,40.77035,-73.98638,6
10921244,40.67733,-73.99162,34
10922736,40.72272,-73.84206,63
10922889,40.71073,-73.98771,18
10924304,40.83117,-73.94281,16
10925309,40.7294,-74.00328,8
10925844,40.70128,-73.9253,32
10928250,40.80257,-73.94693,16
10930279,40.79583,-73.97493,6
10937904,40.81794,-73.94326,16
10938202,40.64145,-73.96642,17
10938544,40.66324,-73.95963,19
10939255,40.65188,-73.96411,17
10939344,40.76382,-73.99498,5
10939710,40.70286,-73.90649,44
10941762,40.72221,-73.99284,18
10943915,40.8263,-73.94375,16
10944845,40.71731,-73.99108,18
10945632,40.70684,-73.74627,61
10945985,40.653,-73.91181,65
10946644,40.67325,-73.9537,58
10947986,40.88214,-73.90847,60
10957871,40.72663,-73.97852,15
10958463,40.79226,-73.93895,11
10958668,40.67734,-73.96076,58
10966240,40.68636,-73.92599,3
10967026,40.82561,-73.9446,16
10980168,40.66252,-73.97911,9
10980678,40.6811,-73.9542,3
10985093,40.76366,-73.9479,51
10985169,40.68389,-73.92128,3
10985734,40.72729,-73.95138,23
10987342,40.69449,-73.99188,31
10988682,40.74129,-73.95004,20
10992335,40.74219,-73.92485,40
10992671,40.63199,-74.02972,88
10995738,40.70532,-73.92814,10
10995810,40.76802,-73.91685,55
10996466,40.67754,-73.96163,58
10996816,40.67519,-73.91982,58
11003247,40.84901,-73.93859,29
11005300,40.72871,-73.98857,15
11006134,40.74815,-74.00493,22
11007370,40.7598,-73.98537,72
11008081,40.82564,-73.94143,16
11010008,40.76101,-73.91573,55
11011567,40.68443,-74.00392,94
11014346,40.67156,-73.95684,58
11018752,40.76318,-73.99345,5
11020169,40.87223,-73.84335,180
11023993,40.74537,-73.83252,38
11031059,40.68627,-73.94898,3
11032588,40.7169,-73.94714,10
11032957,40.68121,-73.96319,2
11033476,40.66227,-73.99138,4
11033590,40.7341,-74.00434,8
11035889,40.72104,-73.98298,18
11037023,40.70818,-73.94952,10
11037105,40.71187,-73.95566,10
11039706,40.74214,-73.92463,40
11040458,40.80735,-73.95684,16
11042240,40.66355,-73.98056,9
11042350,40.80771,-73.93967,11
11043540,40.71884,-73.98594,18
11043651,40.70131,-73.93032,32
11043970,40.75774,-73.99523,5
11044326,40.78119,-73.9468,26
11044453,40.81286,-73.95285,16
11045529,40.76355,-73.99391,5
11046443,40.79736,-73.94203,11
11046598,40.64261,-73.95779,17
11059197,40.76726,-73.81217,38
11061063,40.76578,-73.99309,5
11065341,40.73144,-73.95745,23
11065571,40.69257,-73.99304,31
11065633,40.73788,-73.98103,69
11065884,40.81062,-73.93882,11
11067934,40.71567,-74.00061,114
11068187,40.78731,-73.97407,6
11069291,40.73816,-73.88211,79
11080142,40.84393,-73.94065,29
11083362,40.84411,-73.93784,29
11085352,40.70925,-73.94909,10
11089123,40.72118,-73.98875,18
11091309,40.66483,-73.88208,71
11095719,40.69458,-73.96757,2
11096801,40.67415,-73.9163,58
11096888,40.64779,-73.97956,86
11098018,40.69712,-73.93055,32
11100490,40.73562,-73.98756,69
11100541,40.6785,-73.99594,33
11102591,40.71725,-73.95392,10
11114607,40.68652,-73.93506,3
11117439,40.79014,-73.94698,11
11120231,40.66841,-73.93621,58
11120851,40.69731,-73.98228,110
11123966,40.82546,-73.95292,16
11123996,40.73427,-73.98456,69
11130697,40.76198,-73.99739,5
11132775,40.83219,-73.94334,29
11136854,40.58571,-73.96711,68
11137382,40.69155,-73.94975,3
11138618,40.67153,-73.988,34
11138823,40.89694,-73.86055,141
11138910,40.68437,-73.95849,3
11139469,40.67989,-73.91838,3
11140165,40.66473,-73.98704,9
11141064,40.65895,-73.97768,13
11143891,40.69995,-73.92612,32
11144496,40.71119,-73.95097,10
11144544,40.74545,-73.98128,1
11146432,40.67963,-73.97054,27
11146878,40.71874,-73.96077,10
11147376,40.68675,-73.97923,12
11147993,40.87443,-73.85909,121
11153954,40.80586,-73.93861,11
11157167,40.7113,-73.99442,100
11161984,40.73454,-73.98878,69
11162285,40.68642,-73.97701,12
11162475,40.80288,-73.96484,6
11162564,40.73201,-73.98328,69
11162977,40.78,-73.91672,49
11164047,40.69032,-73.93699,3
11164599,40.74389,-73.98515,1
11166140,40.74544,-73.9748,64
11167618,40.67923,-73.97659,28
11168007,40.71987,-73.95427,23
11168411,40.69823,-73.9431,3
11176819,40.75925,-73.99427,5
11183567,40.76825,-73.96648,26
11183878,40.6774,-73.94888,58
11186765,40.7359,-73.91912,40
11187722,40.75577,-73.99466,5
11190303,40.72268,-73.98298,15
11190701,40.69931,-73.91603,32
11190831,40.67981,-73.94372,3
11191242,40.73598,-73.98161,69
11194693,40.82345,-73.9033,98
11209113,40.74081,-73.98301,24
11210604,40.79481,-73.97185,6
11210829,40.68567,-73.93257,3
11211612,40.715,-73.95,10
11212414,40.82485,-73.93774,16
11216918,40.73386,-74.0046,8
11219289,40.67327,-73.8872,71
11221362,40.75771,-73.96872,1
11222221,40.73618,-74.009,8
11224100,40.675,-73.9656,27
11226397,40.75269,-73.97244,1
11226811,40.86609,-73.92638,14
11228502,40.69585,-73.83098,119
11228512,40.77837,-73.94802,26
11229663,40.72282,-73.85571,63
11237441,40.72117,-73.95796,10
11238715,40.69967,-73.91403,32
11239207,40.76096,-73.9672,1
11239248,40.72814,-73.98018,15
11240650,40.79101,-73.97961,6
11242469,40.76015,-73.79105,38
11243953,40.76411,-73.99371,5
11244568,40.71899,-73.99773,53
11244921,40.75266,-73.97378,1
11253487,40.76301,-73.94888,51
11254989,40.72434,-73.98904,15
11257497,40.85585,-73.93741,29
11259934,40.70647,-73.93265,10
11270828,40.69899,-73.91486,32
11271036,40.79606,-73.94881,11
11272222,40.82731,-73.91632,137
11272815,40.70346,-73.93523,10
11276229,40.7357,-73.98396,69
11276513,40.67788,-73.98086,28
11279590,40.77496,-73.95354,26
11279820,40.72224,-73.99192,18
11280583,40.77907,-73.94953,26
11281365,40.83336,-73.94333,29
11281913,40.73292,-74.00222,8
11282208,40.68556,-73.92767,3
11282348,40.77616,-73.98485,6
11282499,40.76508,-73.99087,5
11282788,40.68018,-73.96582,27
11284520,40.70192,-73.92464,32
11284626,40.7066,-73.92115,32
11294566,40.69062,-73.93497,3
11295356,40.82137,-73.94047,16
11295457,40.80296,-73.94399,11
11295918,40.66143,-73.95999,19
11296590,40.74322,-73.99744,22
11298300,40.79589,-73.96811,6
11301136,40.77511,-73.95276,26
11302422,40.71912,-73.98218,18
11302521,40.63832,-73.96708,17
11304325,40.73313,-74.00336,8
11304836,40.64495,-73.95896,17
11305815,40.86083,-73.92626,14
11313271,40.74137,-73.98432,50
11315999,40.76821,-73.9125,55
11316570,40.69873,-73.93937,3
11317209,40.70821,-73.94719,10
11319227,40.86761,-73.92718,14
11320246,40.72152,-73.97999,15
11320482,40.88599,-73.89868,60
11321187,40.76796,-73.95205,26
11321484,40.71259,-73.95974,10
11322391,40.69585,-73.92585,32
11322591,40.71055,-73.95017,10
11323125,40.83546,-73.94789,29
11324531,40.73733,-73.95336,23
11324565,40.76658,-73.95224,26
11325107,40.7328,-73.9841,69
11326009,40.7651,-73.98854,5
11335874,40.78626,-73.94429,11
11337913,40.76898,-73.98453,6
11338529,40.86313,-73.92162,14
11340694,40.71899,-73.99773,53
11341650,40.70515,-73.925,32
11341728,40.71899,-73.99773,53
11343196,40.68963,-73.99259,37
11343331,40.80113,-73.96936,6
11346699,40.7675,-73.99013,5
11351798,40.73469,-73.99838,52
11352664,40.81357,-73.93575,11
11355476,40.71874,-73.99654,7
11355757,40.69855,-73.92632,32
11356941,40.717,-73.9565,10
11357182,40.7106,-73.95884,10
11359026,40.76189,-73.98961,5
11359148,40.64181,-73.9522,17
11359913,40.73546,-73.98057,69
11360523,40.7011,-73.99389,31
11360716,40.81614,-73.94241,16
11360854,40.79191,-73.94613,11
11363349,40.72916,-73.97816,15
11369211,40.63146,-74.03031,88
11370207,40.69783,-73.90998,32
11371099,40.68164,-73.93497,3
11371535,40.85324,-73.86506,128
11371773,40.69627,-73.9345,3
11371974,40.67893,-73.97068,27
11372267,40.76411,-73.99371,5
11373565,40.70718,-73.94672,10
11373754,40.74592,-73.99788,22
11374387,40.77271,-73.98811,6
11374453,40.79766,-73.94756,11
11375631,40.7695,-73.9532,26
11377233,40.68789,-73.9441,3
11377777,40.81633,-73.96147,46
11378048,40.6848,-73.98894,34
11378564,40.72555,-73.95323,23
11380956,40.76411,-73.99371,5
11381288,40.7213,-73.989,18
11381526,40.71899,-73.99773,53
11389037,40.72347,-73.94199,23
11389773,40.74721,-73.98968,22
11391101,40.70223,-73.9148,32
11391811,40.82009,-73.93636,16
11396922,40.67948,-73.96567,27
11398939,40.66216,-73.98985,4
11399898,40.72201,-73.98277,15
11401884,40.79736,-73.94442,11
11407817,40.77349,-73.92648,55
11411361,40.71097,-73.94549,10
11411839,40.69586,-73.95026,3
11412169,40.75225,-73.97177,1
11412980,40.6885,-73.99526,37
11414971,40.75179,-73.89015,97
11415455,40.72793,-73.98771,15
11419133,40.74448,-73.99221,22
11420840,40.75106,-73.88349,97
11421477,40.73682,-74.00238,8
11421994,40.70679,-73.91692,44
11422056,40.74268,-73.90739,30
11431526,40.68285,-73.99495,33
11431871,40.67283,-73.95551,58
11433561,40.73117,-73.98386,15
11434339,40.82044,-73.93605,16
11434570,40.79804,-73.96135,6
11434848,40.8006,-73.95314,16
11435529,40.67937,-73.98404,34
11437634,40.75579,-73.9148,55
11437792,40.71004,-73.95644,10
11438189,40.67834,-73.92442,3
11439208,40.71745,-73.9569,10
11439224,40.74308,-73.98172,24
11440252,40.77327,-73.94982,26
11440260,40.76411,-73.99371,5
11441692,40.73982,-74.00807,8
11442506,40.77661,-73.98228,6
11444671,40.82259,-73.95268,16
11451070,40.8042,-73.96507,46
11451660,40.72306,-73.94786,23
11452204,40.76318,-73.99436,5
11452547,40.68623,-73.98956,39
11452989,40.82195,-73.95508,16
11453029,40.6758,-73.95578,58
11453784,40.7437,-73.99476,22
11456047,40.73958,-73.87288,79
11456821,40.76113,-73.99895,5
11457547,40.72526,-73.99031,15
11457577,40.76071,-73.99188,5
11458973,40.76113,-73.99895,5
11459084,40.72132,-73.98369,18
11460993,40.81575,-73.94913,16
11461331,40.67677,-73.93783,58
11461524,40.72474,-73.95508,23
11462440,40.7989,-73.96775,6
11462944,40.80136,-73.95476,16
11465084,40.72697,-73.98072,15
11474011,40.76411,-73.99371,5
11474664,40.68217,-73.84668,131
11474808,40.68701,-73.96174,2
11477869,40.67884,-73.99238,34
11477920,40.68633,-73.93818,3
11477921,40.68687,-73.93737,3
11478813,40.73994,-73.99005,50
11479334,40.81086,-73.94037,16
11480835,40.70017,-73.92081,32
11481037,40.75321,-73.97215,1
11486357,40.8285,-73.94889,16
11486601,40.87665,-73.90855,158
11490744,40.65976,-73.95604,19
11491051,40.74573,-73.97802,64
11491696,40.78838,-73.97892,6
11493255,40.77156,-73.98284,6
11495792,40.66391,-73.95179,58
11495797,40.76154,-73.9745,1
11496210,40.68204,-73.84668,131
11496607,40.80187,-73.94705,16
11496968,40.69277,-73.97449,12
11497938,40.88058,-73.91812,91
11502990,40.74014,-73.99989,22
11503335,40.74549,-73.99473,22
11503509,40.80752,-73.96713,46
11505981,40.78222,-73.94725,26
11506248,40.66397,-73.98538,9
11509497,40.68962,-73.95169,3
11511431,40.82334,-73.94811,16
11511466,40.77367,-73.95414,26
11511592,40.83038,-73.94531,16
11512962,40.76687,-73.98273,1
11513480,40.6718,-73.94266,58
11514023,40.7939,-73.97404,6
11514756,40.75921,-73.97361,1
11514862,40.67634,-73.94133,58
11521447,40.71659,-73.98949,7
11522815,40.71946,-73.94193,10
11524437,40.79712,-73.93469,11
11526590,40.7219,-73.99669,25
11526684,40.75485,-73.82138,38
11526771,40.7339,-73.98523,69
11528951,40.67578,-73.92731,58
11529406,40.62637,-74.02989,88
11529467,40.67509,-73.9572,58
11530901,40.79922,-73.94677,11
11531130,40.70997,-73.9647,10
11531154,40.74161,-74.00162,22
11531322,40.66052,-73.9939,4
11531744,40.76973,-73.9566,26
11532023,40.72005,-73.95677,10
11532518,40.72895,-73.98558,15
11535506,40.72705,-74.00314,36
11542467,40.8348,-73.94067,29
11543453,40.84147,-73.94006,29
11544438,40.71713,-73.98906,18
11544577,40.84147,-73.94006,29
11544648,40.71556,-73.99209,7
11545797,40.68692,-73.94242,3
11546336,40.85384,-73.93763,29
11546462,40.74512,-73.98176,1
11546806,40.7653,-73.98825,5
11547077,40.67764,-73.97835,28
11547640,40.6987,-73.9115,32
11548744,40.74493,-73.9537,20
11549676,40.63974,-73.97439,86
11549838,40.64885,-73.94681,65
11552389,40.76035,-73.99052,5
11552749,40.76411,-73.99371,5
11553357,40.68174,-73.91365,3
11553360,40.69413,-73.9723,12
11553426,40.79504,-73.94584,11
11553908,40.77505,-73.95357,26
11554224,40.77872,-73.98025,6
11554255,40.67667,-73.79829,21
11563821,40.74118,-74.00012,22
11564373,40.6756,-73.78244,21
11564448,40.76769,-73.95616,26
11564960,40.77697,-73.95372,26
11566601,40.67525,-73.96418,27
11567796,40.74644,-73.98389,1
11568026,40.71526,-74.01044,42
11568577,40.71899,-73.99773,53
11569227,40.70024,-73.92055,32
11569560,40.74969,-73.97298,64
11571180,40.80147,-73.93706,11
11573269,40.74342,-73.97505,24
11573292,40.72367,-73.98401,15
11573695,40.67075,-73.9447,58
11574674,40.69531,-73.92248,32
11575101,40.69549,-73.92249,32
11580884,40.70395,-73.93367,10
11581420,40.81045,-73.95961,46
11583439,40.75438,-73.96576,1
11584288,40.71308,-73.94077,10
11584340,40.85043,-73.936,29
11587722,40.79795,-73.96156,6
11587779,40.79908,-73.96141,6
11588003,40.79828,-73.97166,6
11589391,40.6717,-73.99247,34
11589713,40.71117,-73.95197,10
11589895,40.74596,-73.98195,1
11590055,40.7455,-73.98112,1
11591276,40.76105,-73.96222,26
11591364,40.71826,-73.95795,10
11591798,40.67169,-73.94612,58
11593365,40.71469,-73.9995,7
11593727,40.67204,-73.94025,58
11602050,40.78465,-73.95735,26
11602485,40.76714,-73.99229,5
11602574,40.71854,-73.98362,18
11603201,40.76485,-73.93959,20
11603743,40.70878,-73.94071,10
11604307,40.68023,-73.93586,3
11604885,40.70464,-73.93386,10
11605983,40.68792,-73.98999,39
11609108,40.71885,-73.99572,53
11609114,40.74296,-73.97771,24
11610515,40.69019,-73.91574,32
11611289,40.80144,-73.94996,16
11611298,40.73737,-73.97995,69
11611809,40.74742,-73.97724,64
11617815,40.75573,-73.99228,5
11618338,40.70589,-73.94749,10
11619745,40.76406,-73.991,5
11619832,40.83122,-73.94475,16
11619987,40.71957,-73.99573,53
11620062,40.74053,-73.97906,24
11620118,40.65959,-73.98222,13
11620821,40.7364,-73.91923,40
11624287,40.68874,-73.99525,37
11627123,40.83463,-73.94,29
11627443,40.7687,-73.95705,26
11633801,40.67815,-73.96232,58
11634575,40.84398,-73.94064,29
11635717,40.84326,-73.93901,29
11637578,40.84248,-73.93849,29
11638302,40.8481,-73.93585,29
11638339,40.72868,-73.98635,15
11639297,40.8787,-73.90098,60
11639940,40.7307,-73.95568,23
11641258,40.73955,-73.98568,50
11646497,40.68486,-73.932,3
11649232,40.713,-73.9653,10
11650429,40.68112,-73.96492,27
11650863,40.72093,-73.98493,18
11651283,40.78126,-73.94655,26
11651455,40.75688,-73.96815,1
11651554,40.72818,-73.99886,52
11651881,40.7747,-73.95337,26
11651929,40.83441,-73.93706,29
11651980,40.75605,-73.96503,1
11652872,40.75589,-73.96753,1
11653081,40.64841,-73.96969,17
11653913,40.7588,-73.91762,55
11654372,40.70478,-73.92767,32
11655500,40.67727,-73.96251,58
11656367,40.69207,-73.94321,3
11656396,40.71762,-73.94354,10
11656719,40.86862,-73.91566,14
11656721,40.72191,-73.78207,147
11657725,40.77933,-73.94862,26
11658950,40.73458,-73.98128,69
11659008,40.63052,-73.92181,35
11659242,40.72005,-73.98911,18
11659296,40.71976,-73.94234,10
11667455,40.78629,-73.98062,6
11667910,40.80797,-73.94243,16
11670639,40.77687,-73.90386,49
11671588,40.78833,-73.97026,6
11672539,40.69789,-73.98259,110
11672600,40.67821,-73.97484,28
11673018,40.83152,-73.9404,29
11674309,40.74021,-73.97992,24
11675279,40.6346,-73.93796,65
11675341,40.72227,-73.84173,63
11675817,40.71674,-73.98995,7
11677489,40.71555,-73.99091,7
11678327,40.69144,-73.95891,3
11684682,40.67031,-73.94088,58
11685868,40.68795,-73.95203,3
11687738,40.76087,-73.96217,26
11689818,40.69473,-73.91882,32
11690836,40.75977,-73.95917,26
11691699,40.64997,-74.00347,4
11693193,40.70998,-73.94854,10
11695094,40.76825,-73.96648,26
11695338,40.82442,-73.86193,122
11696801,40.72573,-73.98406,15
11697308,40.78002,-73.95284,26
11697629,40.71899,-73.99773,53
11698352,40.71588,-73.95515,10
11699080,40.70153,-73.9169,32
11700121,40.68353,-73.93478,3
11712888,40.77889,-73.9878,6
11713899,40.72428,-73.98748,15
11714137,40.67061,-73.9904,34
11715256,40.74168,-73.9804,24
11715651,40.74044,-73.98029,24
11716127,40.74125,-73.98379,50
11716677,40.73082,-73.98445,15
11716947,40.7258,-73.9515,23
11718547,40.8284,-73.94461,16
11720001,40.81327,-73.94628,16
11720130,40.75705,-73.99265,5
11721727,40.85029,-73.93645,29
11724873,40.75926,-73.99304,5
11728836,40.76711,-73.92046,55
11730504,40.81613,-73.94622,16
11732848,40.68899,-73.97269,12
11737916,40.67073,-73.95021,58
11738951,40.70666,-74.00597,84
11739071,40.75639,-73.96593,1
11739168,40.77034,-73.96257,26
11739393,40.7739,-73.94784,26
11739698,40.75892,-73.98949,5
11741555,40.73405,-74.00789,8
11742647,40.7365,-73.98089,69
11751327,40.75387,-73.96744,1
11751718,40.74128,-73.98039,24
11751916,40.8199,-73.9281,104
11752905,40.75573,-73.96835,1
11753010,40.57891,-73.95388,80
11753760,40.66736,-73.98773,9
11753792,40.6954,-73.96705,2
11754456,40.72815,-74.00111,52
11758313,40.71899,-73.99773,53
11760308,40.79945,-73.9346,11
11767644,40.73949,-73.9282,40
11769309,40.72852,-73.95618,23
11771598,40.82884,-73.94868,16
11774815,40.77815,-73.96158,26
11775127,40.72547,-73.98717,15
11775179,40.64213,-73.95087,65
11775483,40.66898,-73.94209,58
11775601,40.67091,-73.93247,58
11776428,40.72626,-74.00346,36
11776880,40.66156,-73.94882,19
11778761,40.81778,-73.90858,98
11782120,40.76452,-73.99439,5
11782585,40.77826,-73.97703,6
11784410,40.83155,-73.94489,16
11786053,40.84443,-73.94118,29
11786452,40.73573,-73.99496,52
11786930,40.68706,-73.99893,37
11787290,40.74773,-73.98079,64
11788559,40.8014,-73.95469,16
11790047,40.65799,-73.94924,19
11790749,40.57844,-73.95822,80
11791225,40.76792,-73.91175,55
11791673,40.65842,-73.94791,19
11793542,40.80109,-73.96128,6
11796761,40.68407,-73.9531,3
11798782,40.67228,-73.93569,58
11801800,40.67386,-73.95271,58
11802086,40.82443,-73.95265,16
11803487,40.68906,-73.97763,12
11803893,40.69006,-73.98056,12
11804245,40.66873,-73.97916,28
11812196,40.75178,-73.99629,22
11812986,40.72295,-73.99481,25
11814079,40.81118,-73.94313,16
11814184,40.71118,-73.947,10
11816864,40.76079,-73.93215,20
11817955,40.66162,-73.99122,4
11821598,40.73892,-74.00385,8
11822193,40.78484,-73.97707,6
11822434,40.69931,-73.92067,32
11823125,40.75631,-73.90199,30
11825152,40.68912,-74.00121,94
11826442,40.76969,-73.87912,102
11826892,40.68738,-73.91906,3
11827037,40.6559,-73.95443,19
11827175,40.82325,-73.9478,16
11827224,40.73755,-73.98041,69
11827451,40.66429,-73.94994,58
11829419,40.6311,-74.00445,109
11830682,40.70047,-73.98526,115
11833497,40.66432,-73.98847,9
11837681,40.78583,-73.94316,11
11837962,40.7566,-73.96956,1
11840057,40.72049,-73.98821,18
11840404,40.74025,-73.97896,24
11841709,40.66146,-73.95081,19
11841988,40.77727,-73.98355,6
11842127,40.79622,-73.96988,6
11842300,40.70544,-74.01616,84
11842735,40.689,-73.95241,3
11844776,40.74356,-73.91685,40
11845193,40.70523,-73.94072,10
11847204,40.73065,-73.9886,15
11850334,40.74381,-73.98016,24
11850380,40.64225,-73.97197,86
11850782,40.81616,-73.93885,16
11850900,40.70807,-73.94007,10
11850918,40.72852,-73.98064,15
11851288,40.74156,-73.91866,40
11858737,40.72099,-73.97993,15
11859901,40.69796,-73.98268,110
11861349,40.71079,-73.95428,10
11862941,40.71111,-74.00936,84
11863225,40.71934,-73.99704,53
11863468,40.74392,-74.00113,22
11863602,40.71738,-74.01061,42
11864530,40.82403,-73.95379,16
11865398,40.73062,-73.98524,15
11866156,40.76362,-73.99033,5
11866301,40.87925,-73.88254,133
11866751,40.76072,-73.99818,5
11867573,40.78967,-73.94741,11
11868050,40.68125,-73.97974,28
11868110,40.72804,-73.98281,15
11869400,40.65146,-73.93966,65
11871690,40.66275,-73.96122,19
11871903,40.80029,-73.96626,6
11871932,40.77248,-73.98108,6
11872337,40.69178,-73.95917,3
11873498,40.82247,-73.95341,16
11875383,40.85056,-73.93347,29
11884931,40.86087,-73.92724,14
11885446,40.73415,-73.98479,69
11885997,40.70211,-73.98418,115
11886795,40.71484,-73.96469,10
11888497,40.77384,-73.95619,26
11890279,40.73987,-73.98982,50
11890882,40.76487,-73.91377,55
11892476,40.81487,-73.93937,16
11893359,40.73146,-74.00392,8
11894427,40.79556,-73.9325,11
11901356,40.71283,-73.95785,10
11903561,40.72093,-73.97964,15
11904191,40.80678,-73.94976,16
11904345,40.69175,-73.93504,3
11905096,40.63397,-73.9654,17
11905212,40.7338,-73.88201,79
11906169,40.67765,-73.95432,58
11909308,40.72671,-74.01035,36
11909622,40.67958,-73.92509,3
11910257,40.83288,-73.94306,29
11910278,40.67807,-73.95913,58
11910742,40.74118,-74.00161,22
11910848,40.71893,-74.00485,42
11911783,40.79466,-73.97173,6
11922306,40.67832,-73.95128,58
11923007,40.71178,-73.95779,10
11923881,40.68762,-73.97516,12
11924652,40.78079,-73.98826,6
11926941,40.64117,-73.96038,17
11927300,40.7024,-73.9106,44
11927624,40.70328,-73.98314,115
11928097,40.80012,-73.94272,11
11929230,40.70878,-73.94441,10
11935301,40.67549,-73.98057,28
11937647,40.71541,-73.93748,10
11939910,40.78825,-73.9487,11
11940117,40.80403,-73.95427,16
11943700,40.75519,-73.99331,5
11943846,40.72175,-73.98088,15
11944668,40.76088,-73.92233,55
11944718,40.79665,-73.94928,11
11946206,40.74284,-73.95755,20
11947067,40.80477,-73.95454,16
11948586,40.63836,-73.95698,17
11950107,40.67324,-73.95157,58
11959165,40.7887,-73.94736,11
11959356,40.68286,-73.94745,3
11960466,40.71214,-73.95837,10
11961053,40.67849,-74.01178,59
11963123,40.68517,-73.9666,2
11965263,40.67265,-73.94674,58
11965862,40.7128,-73.9605,10
11966139,40.73911,-74.00047,22
11967410,40.71877,-73.99722,53
11967737,40.83342,-73.94949,16
11968539,40.76053,-73.96181,26
11968680,40.78328,-73.95695,26
11968958,40.77872,-73.91396,49
11971174,40.69669,-73.92785,32
11971580,40.82776,-73.94701,16
11973701,40.74405,-73.91594,40
11980791,40.76257,-73.98603,5
11981145,40.76955,-73.95002,26
11981509,40.84157,-73.9401,29
11982174,40.76272,-73.96269,26
11983644,40.8606,-73.92915,14
11984115,40.68521,-73.95089,3
11984762,40.67729,-73.87996,71
11985793,40.7279,-73.94494,23
11988251,40.74503,-73.87671,79
11989954,40.62168,-74.03023,75
11990841,40.70553,-73.94203,10
11993790,40.6703,-73.94209,58
12000603,40.8883,-73.91665,130
12000617,40.66759,-73.95187,58
12000916,40.68224,-73.97785,28
12001322,40.76554,-73.98289,1
12001638,40.76537,-73.98332,1
12001650,40.71214,-73.96866,10
12001854,40.76573,-73.98295,1
12001984,40.71135,-73.94435,10
12003146,40.80229,-73.96719,6
12004174,40.73638,-73.98453,69
12004175,40.67543,-73.96312,58
12004547,40.78466,-73.97276,6
12004744,40.71127,-73.99838,100
12005318,40.74418,-73.97565,24
12006770,40.73273,-73.98667,15
12007258,40.68813,-73.95773,3
12007456,40.79741,-73.93884,11
12009651,40.8245,-73.94264,16
12009685,40.73477,-73.98069,69
12015378,40.6423,-74.01275,4
12019589,40.6789,-74.00117,33
12019843,40.72659,-73.97848,15
12021544,40.66734,-73.94232,58
12022098,40.66729,-73.98673,9
12022739,40.71899,-73.99773,53
12022833,40.74391,-73.99582,22
12024220,40.76411,-73.99371,5
12025968,40.79796,-73.93921,11
12026418,40.72526,-73.85973,85
12028322,40.57804,-74.01024,129
12028495,40.57857,-74.01012,129
12028733,40.57774,-74.01022,129
12032987,40.79663,-73.94893,11
12034085,40.75857,-73.98942,5
12034640,40.70922,-73.95232,10
12037401,40.78119,-73.95302,26
12039579,40.70836,-73.83026,112
12039894,40.70836,-73.83026,112
12043691,40.83081,-73.94526,16
12050280,40.73844,-73.99262,22
12050932,40.66505,-73.95213,58
12051116,40.79982,-73.96192,6
12052143,40.77713,-73.97758,6
12052609,40.84915,-73.93317,29
12053427,40.72153,-73.88753,89
12053637,40.69619,-73.96944,2
12054286,40.78807,-73.97406,6
12054516,40.67292,-73.94033,58
12054723,40.81574,-73.94871,16
12055540,40.66099,-73.96083,19
12056517,40.78115,-73.9466,26
12063562,40.75827,-73.98825,72
12064423,40.68464,-73.95002,3
12067652,40.74507,-73.99452,22
12068031,40.6909,-73.90733,32
12070965,40.8098,-73.92149,96
12070985,40.85496,-73.93406,29
12070989,40.74291,-74.00043,22
12071038,40.78784,-73.94998,11
12071153,40.69764,-73.94929,3
12071454,40.6826,-73.90411,32
12072069,40.68685,-74.00112,94
12078540,40.7192,-73.98956,18
12078997,40.7771,-73.97729,6
12079099,40.71171,-73.98871,18
12079993,40.80031,-73.95847,6
12081254,40.67298,-73.95561,58
12081327,40.69011,-73.96656,2
12082737,40.69363,-73.95084,3
12083016,40.72716,-73.98264,15
12083625,40.76626,-73.98342,5
12084009,40.77924,-73.94924,26
12084100,40.76642,-73.98326,5
12084205,40.72966,-73.98476,15
12085680,40.76666,-73.98306,5
12086351,40.67834,-73.96685,27
12086985,40.70045,-73.91673,32
12087608,40.75547,-73.99501,5
12087785,40.69106,-73.96529,2
12088134,40.77433,-73.94854,26
12088765,40.69168,-73.95795,3
12089013,40.76545,-73.98156,1
